epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.591,1.5494,4.49079,1.73296,0.20997,0.28056,0.0848,0.0446,1.52987,4.74375,1.54512,9.408e-05,9.408e-05,9.408e-05
2,32.473,1.37338,3.14117,1.48282,0.06059,0.17776,0.04066,0.0234,1.91248,inf,2.12245,0.000193272,0.000193272,0.000193272
3,45.4245,1.36042,2.47633,1.50123,0.02193,0.1879,0.01628,0.00656,2.24739,inf,3.41054,0.000291672,0.000291672,0.000291672
4,64.157,1.34495,2.32037,1.51215,0.00018,0.03779,7e-05,2e-05,3.65724,inf,960.716,0.00038928,0.00038928,0.00038928
5,77.3457,1.43618,2.39341,1.56053,0.2316,0.01417,0.00018,4e-05,3.84113,inf,4.86182,0.000486096,0.000486096,0.000486096
6,90.6041,1.55091,2.34955,1.62434,0.00022,0.06811,0.00019,5e-05,nan,nan,nan,0.000576358,0.000576358,0.000576358
7,103.326,1.53669,2.23376,1.63185,0.3078,0.05123,0.00029,6e-05,nan,nan,nan,0.000574029,0.000574029,0.000574029
8,116.138,1.47788,2.18718,1.57791,0,0,0,0,3.36578,nan,49.7349,0.000571701,0.000571701,0.000571701
9,128.744,1.42662,2.10345,1.53661,0.21411,0.18072,0.07914,0.04,1.98455,30.1699,2.71795,0.000569372,0.000569372,0.000569372
10,141.401,1.46147,2.05626,1.56403,0.38519,0.15198,0.0673,0.03706,1.72561,8.64725,2.20736,0.000567044,0.000567044,0.000567044
11,155.459,1.40702,2.04673,1.5487,0.23135,0.36963,0.10551,0.05658,1.59419,8.31556,2.04004,0.000564715,0.000564715,0.000564715
12,168.611,1.40724,2.0733,1.55455,0.22739,0.32616,0.11036,0.05317,1.57076,6.62846,1.9406,0.000562387,0.000562387,0.000562387
13,181.155,1.38321,1.93002,1.50827,0.52423,0.281,0.1388,0.08435,1.44484,9.48162,1.76366,0.000560058,0.000560058,0.000560058
14,194.191,1.35101,1.99421,1.52943,0.32254,0.13862,0.07158,0.0328,2.34324,3.50913,2.43441,0.00055773,0.00055773,0.00055773
15,206.721,1.35032,1.94576,1.47358,0.24115,0.25601,0.13229,0.07041,1.52228,2.69971,1.76913,0.000555401,0.000555401,0.000555401
16,219.376,1.37795,1.93393,1.5278,0.44936,0.35995,0.20026,0.11248,1.44538,2.58604,1.75113,0.000553073,0.000553073,0.000553073
17,232.422,1.38189,1.88711,1.51848,0.45024,0.29901,0.17945,0.09678,1.66457,2.18281,1.90804,0.000550744,0.000550744,0.000550744
18,244.972,1.31167,1.79563,1.48843,0.34494,0.29148,0.12606,0.06736,1.63112,4.6179,1.8098,0.000548416,0.000548416,0.000548416
19,257.585,1.33035,1.81351,1.5075,0.4775,0.32663,0.19483,0.1172,1.29548,2.1305,1.52873,0.000546087,0.000546087,0.000546087
20,270.757,1.24314,1.78981,1.42078,0.57756,0.35261,0.26172,0.14903,1.30173,1.92222,1.53702,0.000543759,0.000543759,0.000543759
21,284.922,1.23866,1.68631,1.41834,0.28713,0.45652,0.22838,0.12815,1.36592,2.16348,1.59619,0.00054143,0.00054143,0.00054143
22,298.758,1.25838,1.72606,1.43935,0.55528,0.28357,0.21009,0.12299,1.31862,2.05456,1.52249,0.000539102,0.000539102,0.000539102
23,311.36,1.32713,1.73341,1.48352,0.46342,0.2915,0.17955,0.10796,1.39265,2.65029,1.67585,0.000536773,0.000536773,0.000536773
