,xmin,ymin,xmax,ymax,conf,class
0,1495.5546875,227.6103515625,3809.166015625,1577.0465087890625,0.23335641622543335,Araneae
1,2960.460693359375,790.4183349609375,4428.05615234375,1626.4190673828125,0.19610460102558136,Araneae
2,1819.008056640625,558.2479248046875,3239.11083984375,1095.8157958984375,0.14943376183509827,Araneae
3,1695.8979873657227,746.6810913085938,1803.7771759033203,872.2582702636719,0.01534707099199295,Araneae
4,1568.6163940429688,2923.8025665283203,1752.4425048828125,3316.0306396484375,0.0030570884700864553,Araneae
5,302.3999328613281,240.3958740234375,1745.7388916015625,898.7327575683594,0.002239053137600422,Araneae
6,2056.297119140625,643.5216674804688,3485.03173828125,1627.3719482421875,0.0020522703416645527,Araneae
7,800.0,1964.1385192871094,1239.9365539550781,2092.751953125,0.0012974846176803112,Araneae
8,3520.6925048828125,61.259033203125,3699.6883544921875,235.44522094726562,0.0007481770007871091,Araneae
9,2788.623992919922,1076.5732727050781,2978.948944091797,1280.55029296875,0.0003751885087694973,Araneae
10,2515.424346923828,2851.176643371582,2907.0768508911133,3227.4385375976562,0.00021095182455610484,Araneae
11,1526.9061279296875,138.21644592285156,3889.62939453125,563.2935028076172,0.00018790183821693063,Araneae
12,1470.2855224609375,889.9872436523438,2484.940185546875,1745.0936279296875,0.00017668212240096182,Araneae
13,3192.932159423828,1813.0547485351562,3311.5998764038086,2096.877197265625,0.00015476395492441952,Araneae
14,1148.5977478027344,2956.0,1300.0,3247.7421264648438,0.0001524596882518381,Araneae
15,1177.2361145019531,2881.7270278930664,1355.429931640625,3150.921661376953,0.00013136269990354776,Araneae
16,4360.296157836914,0.0,4563.535552978516,175.64242553710938,0.0001254732342204079,Araneae
17,311.2591247558594,0.0,499.3543701171875,146.1185760498047,0.000123922000057064,Araneae
18,1941.2873229980469,1963.2251892089844,2141.4421997070312,2299.424072265625,0.00011922532576136291,Araneae
19,1681.0454711914062,851.1717834472656,2065.390167236328,900.0,0.00011551448551472276,Araneae
20,2806.9327235221863,1367.8441162109375,2952.7991333007812,1583.8974914550781,0.00011386444384697825,Araneae
21,1567.5953979492188,1445.2284545898438,1700.0,1700.0,0.00011297650053165853,Araneae
22,3600.0,106.23340606689453,3885.771942138672,357.9155578613281,0.00011196728883078322,Araneae
23,3601.438093185425,2416.0383224487305,3698.501609802246,2680.568634033203,0.00011043527047149837,Araneae
24,1329.6873168945312,3053.2335510253906,1544.4468078613281,3332.2715454101562,0.00010971846495522186,Araneae
25,2785.7699279785156,337.8418273925781,3077.6802673339844,559.7565460205078,0.00010827646474353969,Araneae
26,2775.529266357422,2134.029571533203,2912.970527648926,2430.5856323242188,0.00010722332081058994,Araneae
27,794.2806701660156,2558.5938873291016,944.1690368652344,2863.222442626953,0.00010683253640308976,Araneae
28,2063.236373901367,1655.472080230713,2240.5941009521484,1927.2423706054688,0.00010420448961667717,Araneae
29,4108.0,212.07948303222656,4219.0325927734375,475.56573486328125,0.00010209754691459239,Araneae
30,2294.84423828125,1561.3718566894531,2500.0,1700.0,0.00010026153177022934,Araneae
31,4108.0,2889.648567199707,4203.123970031738,3253.4384155273438,0.0001000693446258083,Araneae
32,3194.0526428222656,1674.9607543945312,3300.975273132324,1985.27783203125,9.843618317972869e-05,Araneae
33,2776.9342346191406,2000.0,2966.0516204833984,2303.9654235839844,9.768875315785408e-05,Araneae
34,2400.0,2000.0,2505.818344116211,2295.494354248047,9.492304525338113e-05,Araneae
35,4000.0196397304535,1200.0,4090.1782760620117,1466.5430908203125,9.340218821307644e-05,Araneae
36,1954.8645629882812,2454.9568634033203,2117.5227661132812,2726.6939086914062,8.86698835529387e-05,Araneae
37,1600.0,2904.3569107055664,1698.9618225097656,3160.6304321289062,8.833693573251367e-05,Araneae
38,800.0,3153.4254455566406,948.0137329101562,3357.6202087402344,8.685191278345883e-05,Araneae
39,1602.5501728057861,1582.6061401367188,1914.1442260742188,1698.3182067871094,8.414210606133565e-05,Araneae
40,758.2399597167969,2834.340190887451,954.9041748046875,3198.456512451172,8.284071373054758e-05,Araneae
41,3913.235382080078,2437.026714324951,4059.0267333984375,2629.3413848876953,8.089617040241137e-05,Araneae
42,4108.0,2000.0,4214.699546813965,2326.9652709960938,7.993419421836734e-05,Araneae
43,2800.03899037838,1208.749270439148,2855.8177185058594,1459.3321838378906,7.942555384943262e-05,Araneae
44,1200.0,2943.6760864257812,1346.8448944091797,3052.0333938598633,7.625364378327504e-05,Araneae
45,800.0,2000.0,887.8932037353516,2239.6267852783203,7.593212649226189e-05,Araneae
46,354.19195556640625,2559.241195678711,500.0,2863.7618408203125,7.421028567478061e-05,Araneae
47,1098.4385070800781,2833.072940826416,1237.943115234375,3020.7716064453125,7.407306111417711e-05,Araneae
48,2675.88330078125,1858.6722412109375,2826.7193908691406,2073.398406982422,7.127490971470252e-05,Araneae
49,785.6290588378906,2097.1672973632812,917.571533203125,2343.6661376953125,7.118850771803409e-05,Araneae
50,2800.016537308693,1705.9594650268555,2881.010108947754,2078.6798400878906,7.117737550288439e-05,Araneae
51,3966.4664306640625,3001.815040588379,4147.268524169922,3274.0640869140625,7.069304410833865e-05,Araneae
52,3987.2954711914062,1412.0005645751953,4099.737731933594,1700.0,6.980537000345066e-05,Araneae
53,3889.0843505859375,2922.096633911133,4115.811218261719,3187.0437622070312,6.923187174834311e-05,Araneae
54,1281.0970764160156,768.4927673339844,1700.0,898.3019714355469,6.908308569109067e-05,Araneae
55,739.8101196289062,2998.6478157043457,900.0,3309.0901489257812,6.6645625338424e-05,Araneae
56,1906.2346496582031,1953.1737670898438,2047.0075988769531,2063.786163330078,6.620046042371541e-05,Araneae
57,3600.0,2694.4412231445312,3700.8390884399414,2900.0,6.559993198607117e-05,Araneae
58,360.90032958984375,1357.4623260498047,526.97021484375,1637.2934265136719,6.451814260799438e-05,Araneae
59,1208.1201791763306,2362.8641967773438,1457.564208984375,2472.724739074707,6.415861571440473e-05,Araneae
60,344.3009948730469,2813.4340286254883,500.0,3084.3388061523438,6.258778739720583e-05,Araneae
61,770.5962829589844,1730.2368927001953,909.7105484008789,2029.6376647949219,6.135816511232406e-05,Araneae
62,400.0,1602.6650428771973,503.49266815185547,1856.1520690917969,6.0430113080656156e-05,Araneae
63,2319.7892150878906,475.6165466308594,2525.6686935424805,792.7359008789062,5.938966933172196e-05,Araneae
64,400.0126004219055,2074.0486602783203,481.84867095947266,2345.1896057128906,5.926091398578137e-05,Araneae
65,2696.469451904297,1600.0,2950.774185180664,1851.6974487304688,5.891465480090119e-05,Araneae
66,369.1888732910156,2973.4830322265625,499.6416931152344,3257.5059814453125,5.841903112013824e-05,Araneae
67,800.0598669052124,837.5262756347656,945.1935119628906,1161.3865356445312,5.805638284073211e-05,Araneae
68,4479.724212646484,2856.025291442871,4607.8687744140625,3094.358367919922,5.783149026683532e-05,Araneae
69,1600.0380218029022,2478.244110107422,1682.7454681396484,2767.8240661621094,5.7747609389480203e-05,Araneae
70,2778.7733459472656,192.63958740234375,2908.4673919677734,478.1824645996094,5.767782568000257e-05,Araneae
71,2800.322914123535,2050.0285148620605,2939.7748413085938,2310.8697814941406,5.753176083089784e-05,Araneae
72,2529.657669067383,3221.697296142578,2683.197784423828,3337.3135681152344,5.751688877353445e-05,Araneae
73,832.0278167724609,1478.0999755859375,1028.1321563720703,1668.9997253417969,5.633803448290564e-05,Araneae
74,2849.085952758789,1404.9530944824219,2993.035202026367,1612.2863159179688,5.4903721320442855e-05,Araneae
75,2234.881103515625,634.1679077148438,2794.142578125,1263.2965087890625,5.4763582738814875e-05,Araneae
76,2797.35009765625,2951.2767486572266,3649.630859375,3251.0478515625,5.458204395836219e-05,Araneae
77,1190.5805969238281,1035.0352325439453,1347.5453643798828,1287.7434692382812,5.429940938483924e-05,Araneae
78,1298.6741638183594,1373.561767578125,1509.0423583984375,1610.1866149902344,5.354956374503672e-05,Araneae
79,3190.4027404785156,2603.7947692871094,3334.7845153808594,2802.4202270507812,5.345298268366605e-05,Araneae
80,3926.824951171875,2240.2867736816406,4108.153282165527,2500.0,5.336518006515689e-05,Araneae
81,1929.1067199707031,1680.5022277832031,2100.0,1994.6497802734375,5.31675796082709e-05,Araneae
82,345.4897155761719,184.1830291748047,505.5294418334961,487.3072509765625,5.2913565014023334e-05,Araneae
