epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,480.631,1.19499,1.45824,1.46152,0.60843,0.32125,0.30538,0.18385,1.42793,2.07965,1.80584,0.000506503,0.000506503,0.000506503
37,493.127,1.18781,1.45134,1.48848,0.48861,0.41951,0.34339,0.21229,1.00654,1.22828,1.53816,0.000504175,0.000504175,0.000504175
38,505.621,1.15918,1.37672,1.42971,0.42091,0.50316,0.36423,0.20978,1.29021,1.49769,1.77324,0.000501846,0.000501846,0.000501846
39,518.281,1.19303,1.40444,1.48269,0.25119,0.47133,0.32586,0.20596,1.2742,1.54437,1.78765,0.000499518,0.000499518,0.000499518
40,530.768,1.14585,1.39886,1.4467,0.5274,0.26618,0.22878,0.11775,1.73079,2.71086,2.28973,0.000497189,0.000497189,0.000497189
41,543.216,1.1501,1.35964,1.43504,0.4973,0.38841,0.34181,0.19798,1.30587,1.25818,2.03037,0.000494861,0.000494861,0.000494861
42,555.666,1.14155,1.36461,1.44581,0.48917,0.39053,0.403,0.23189,1.10844,1.21716,1.66571,0.000492532,0.000492532,0.000492532
43,568.644,1.13822,1.30748,1.44678,0.4243,0.3619,0.25706,0.14265,1.29359,1.60423,1.77695,0.000490204,0.000490204,0.000490204
44,581.154,1.11852,1.33478,1.41558,0.4515,0.44192,0.35673,0.21499,1.13787,1.28665,1.63915,0.000487875,0.000487875,0.000487875
45,593.961,1.09174,1.30808,1.3996,0.55719,0.40755,0.38383,0.22866,1.09719,1.17423,1.60854,0.000485547,0.000485547,0.000485547
46,606.405,1.11852,1.27671,1.42034,0.54604,0.43365,0.39631,0.23595,1.13242,1.25883,1.6876,0.000483218,0.000483218,0.000483218
47,619.399,1.08475,1.29357,1.41583,0.35516,0.337,0.24994,0.13024,1.44046,1.80996,1.87931,0.00048089,0.00048089,0.00048089
48,631.901,1.10074,1.26396,1.39753,0.69342,0.36192,0.41111,0.26905,1.04753,1.15755,1.53243,0.000478561,0.000478561,0.000478561
49,644.955,1.0899,1.22054,1.40585,0.51571,0.46373,0.39447,0.24654,1.04561,1.17111,1.53461,0.000476233,0.000476233,0.000476233
50,657.438,1.09384,1.25718,1.40371,0.51893,0.41069,0.34193,0.20855,1.04537,1.44641,1.55953,0.000473904,0.000473904,0.000473904
51,669.906,1.07037,1.22362,1.38317,0.61726,0.44783,0.43216,0.25946,0.97777,1.06256,1.50229,0.000471576,0.000471576,0.000471576
52,682.286,1.07528,1.21541,1.37195,0.50456,0.45692,0.42137,0.26333,1.01754,1.23598,1.5218,0.000469248,0.000469248,0.000469248
53,694.793,1.04702,1.23634,1.38238,0.64001,0.42418,0.43891,0.27462,0.99052,1.04164,1.47911,0.000466919,0.000466919,0.000466919
54,707.726,1.05441,1.16989,1.36484,0.34742,0.44531,0.36458,0.21772,1.1599,1.18477,1.63116,0.000464591,0.000464591,0.000464591
55,720.198,1.0242,1.13971,1.3564,0.61351,0.42868,0.42673,0.25797,0.98856,1.04976,1.49235,0.000462262,0.000462262,0.000462262
56,733.048,1.02275,1.14044,1.36302,0.35289,0.5263,0.46906,0.26886,1.06467,1.09318,1.54029,0.000459934,0.000459934,0.000459934
57,745.509,1.05841,1.16847,1.3948,0.21643,0.43225,0.29661,0.18111,1.15946,1.31538,1.69992,0.000457605,0.000457605,0.000457605
58,758.845,1.05036,1.13206,1.37038,0.51232,0.47369,0.43183,0.26133,1.03596,1.09166,1.56745,0.000455277,0.000455277,0.000455277
59,771.335,1.00377,1.13204,1.35495,0.58503,0.48486,0.4436,0.2795,1.08627,1.17031,1.59571,0.000452948,0.000452948,0.000452948
60,784.343,1.02294,1.12692,1.34441,0.45846,0.56516,0.50219,0.31469,1.14541,0.98407,1.65887,0.00045062,0.00045062,0.00045062
61,797.343,1.04206,1.13649,1.34893,0.48469,0.52986,0.45301,0.28239,0.89775,0.95924,1.40595,0.000448291,0.000448291,0.000448291
62,809.846,1.01942,1.06901,1.32828,0.47166,0.42842,0.34996,0.21816,1.01104,1.36242,1.55896,0.000445963,0.000445963,0.000445963
63,822.325,0.98884,1.04031,1.33133,0.43489,0.43817,0.43512,0.23068,1.13177,1.14718,1.58897,0.000443634,0.000443634,0.000443634
64,834.862,1.02638,1.06963,1.34876,0.56912,0.51984,0.47356,0.29785,1.04876,1.05963,1.60094,0.000441306,0.000441306,0.000441306
65,847.345,1.01209,1.06958,1.32775,0.55546,0.46469,0.45322,0.2687,1.00867,1.05224,1.51908,0.000438977,0.000438977,0.000438977
66,860.17,1.02795,1.06901,1.35362,0.57658,0.4007,0.43941,0.25101,1.08597,1.09675,1.58254,0.000436649,0.000436649,0.000436649
67,872.683,1.0332,1.07555,1.35878,0.57058,0.49451,0.45795,0.28372,0.9892,1.04842,1.49822,0.00043432,0.00043432,0.00043432
68,885.13,0.98412,1.04584,1.32268,0.33368,0.43145,0.36102,0.20929,1.64952,1.94071,2.07864,0.000431992,0.000431992,0.000431992
69,897.661,0.98802,1.05765,1.33992,0.34189,0.42189,0.3348,0.19838,1.05507,1.53524,1.57303,0.000429663,0.000429663,0.000429663
70,910.082,0.97612,1.04344,1.31803,0.27834,0.50447,0.42252,0.26732,0.91846,0.98527,1.4704,0.000427335,0.000427335,0.000427335
71,922.629,0.97228,1.05023,1.31167,0.53238,0.55194,0.53554,0.3232,1.00688,0.9336,1.49991,0.000425006,0.000425006,0.000425006
72,935.601,0.97816,1.01756,1.31647,0.60906,0.46269,0.49119,0.30797,0.99287,0.90917,1.50737,0.000422678,0.000422678,0.000422678
73,948.107,0.98389,1.00938,1.33724,0.28066,0.43804,0.3412,0.18582,1.22768,2.37012,1.78323,0.000420349,0.000420349,0.000420349
74,960.577,0.94906,0.99851,1.29542,0.5362,0.4785,0.45592,0.29114,0.95882,0.98396,1.47327,0.000418021,0.000418021,0.000418021
75,973.028,0.94574,1.00266,1.26366,0.42191,0.42489,0.36125,0.23458,1.07431,1.03282,1.59085,0.000415692,0.000415692,0.000415692
76,985.859,0.93933,0.95861,1.2901,0.48651,0.47865,0.48016,0.29693,1.05753,1.00172,1.58777,0.000413364,0.000413364,0.000413364
77,998.351,0.95168,0.96186,1.30534,0.44679,0.49996,0.46325,0.28431,0.94045,0.9409,1.44111,0.000411036,0.000411036,0.000411036
78,1010.84,0.90622,0.91752,1.26856,0.58726,0.44545,0.4792,0.30427,0.97584,1.0515,1.51287,0.000408707,0.000408707,0.000408707
79,1023.37,0.9291,0.92884,1.28705,0.46429,0.47345,0.43422,0.26511,0.93938,1.12597,1.42769,0.000406379,0.000406379,0.000406379
80,1035.94,0.91759,0.94188,1.2779,0.32571,0.47748,0.35799,0.21765,1.06879,1.99676,1.54135,0.00040405,0.00040405,0.00040405
81,1048.33,0.94684,1.00018,1.31165,0.34607,0.4852,0.43214,0.27061,1.11509,1.28632,1.58804,0.000401722,0.000401722,0.000401722
82,1060.8,0.88955,0.88934,1.2607,0.38421,0.37919,0.44107,0.2722,1.05779,1.48368,1.52302,0.000399393,0.000399393,0.000399393
83,1073.29,0.89361,0.86977,1.25507,0.37605,0.55207,0.47139,0.29739,1.02344,0.94275,1.49443,0.000397065,0.000397065,0.000397065
84,1085.79,0.90239,0.86142,1.27289,0.31821,0.61124,0.45254,0.29615,0.9401,0.95733,1.45496,0.000394736,0.000394736,0.000394736
85,1098.26,0.87099,0.84468,1.23564,0.44204,0.50039,0.4618,0.30567,0.91958,0.92814,1.43155,0.000392408,0.000392408,0.000392408
86,1111.06,0.88869,0.8682,1.25774,0.58205,0.41328,0.46557,0.29913,0.87763,0.89016,1.41868,0.000390079,0.000390079,0.000390079
87,1123.52,0.89169,0.87442,1.24744,0.66148,0.44444,0.48967,0.30053,0.9961,0.91834,1.49748,0.000387751,0.000387751,0.000387751
88,1135.94,0.8845,0.85366,1.24347,0.24444,0.41008,0.32109,0.18606,1.21922,2.19079,1.71898,0.000385422,0.000385422,0.000385422
89,1148.46,0.87782,0.84935,1.23639,0.53111,0.45452,0.45693,0.29742,0.9953,0.91045,1.50967,0.000383094,0.000383094,0.000383094
90,1160.95,0.86579,0.84825,1.24274,0.52332,0.50576,0.5239,0.33358,0.92918,0.85663,1.47605,0.000380765,0.000380765,0.000380765
91,1173.93,0.85669,0.84379,1.23126,0.45928,0.36607,0.37345,0.20525,2.16512,2.12813,2.88189,0.000378437,0.000378437,0.000378437
92,1186.41,0.86103,0.85558,1.243,0.42942,0.44723,0.4287,0.26871,1.03169,1.0613,1.59258,0.000376108,0.000376108,0.000376108
93,1198.91,0.88025,0.83926,1.24852,0.48738,0.36034,0.39074,0.22923,1.94246,1.58236,2.67851,0.00037378,0.00037378,0.00037378
94,1211.41,0.85711,0.82499,1.23645,0.55956,0.50511,0.54552,0.33921,0.92397,0.90147,1.44136,0.000371451,0.000371451,0.000371451
95,1224.54,0.84907,0.80839,1.22516,0.40408,0.53608,0.49938,0.32306,0.9934,0.99743,1.55568,0.000369123,0.000369123,0.000369123
96,1236.98,0.81578,0.76493,1.20389,0.48617,0.51929,0.54482,0.32286,1.07623,0.96479,1.63892,0.000366794,0.000366794,0.000366794
97,1249.44,0.83547,0.81026,1.20458,0.42695,0.53068,0.50671,0.31691,0.98779,1.02175,1.49421,0.000364466,0.000364466,0.000364466
98,1261.9,0.84663,0.79222,1.22607,0.52023,0.51851,0.5654,0.35378,0.97982,0.89971,1.48869,0.000362137,0.000362137,0.000362137
99,1274.97,0.80455,0.763,1.20359,0.62803,0.47986,0.5538,0.35676,0.98164,0.87657,1.54865,0.000359809,0.000359809,0.000359809
100,1287.92,0.78484,0.7451,1.17906,0.51005,0.55814,0.54941,0.36756,0.90153,0.88503,1.44454,0.00035748,0.00035748,0.00035748
101,1300.92,0.80791,0.75627,1.18719,0.32047,0.38254,0.35234,0.19466,1.28106,2.01928,1.84466,0.000355152,0.000355152,0.000355152
102,1313.45,0.79548,0.74404,1.19288,0.50848,0.64443,0.56557,0.35625,0.99257,0.9243,1.53456,0.000352824,0.000352824,0.000352824
103,1325.9,0.79707,0.77389,1.19719,0.53363,0.59257,0.5476,0.3581,0.97597,0.91208,1.4974,0.000350495,0.000350495,0.000350495
104,1338.37,0.8115,0.76091,1.21025,0.60165,0.52201,0.5492,0.34055,0.89297,0.83354,1.46256,0.000348167,0.000348167,0.000348167
105,1351.2,0.79903,0.76507,1.18987,0.53388,0.36341,0.39963,0.23796,1.17676,1.34662,1.64609,0.000345838,0.000345838,0.000345838
106,1363.66,0.81974,0.73912,1.19361,0.3763,0.56764,0.50112,0.31322,0.93615,0.85193,1.47268,0.00034351,0.00034351,0.00034351
107,1376.12,0.77824,0.72728,1.1722,0.46287,0.50434,0.46925,0.28949,0.9128,0.96533,1.4431,0.000341181,0.000341181,0.000341181
108,1388.61,0.79035,0.72533,1.17547,0.46107,0.55586,0.49432,0.3235,0.88298,0.9969,1.41354,0.000338853,0.000338853,0.000338853
109,1401.08,0.78325,0.721,1.1709,0.49036,0.56245,0.54979,0.34663,0.97021,0.87999,1.48059,0.000336524,0.000336524,0.000336524
110,1413.56,0.76115,0.70234,1.16855,0.56466,0.4463,0.47834,0.29411,1.01209,1.3636,1.51845,0.000334196,0.000334196,0.000334196
111,1426.07,0.77564,0.70381,1.17639,0.44002,0.47562,0.44611,0.26427,1.04559,1.34678,1.5742,0.000331867,0.000331867,0.000331867
112,1438.56,0.76581,0.68117,1.16918,0.44339,0.62812,0.54019,0.33526,0.90578,0.91281,1.42479,0.000329539,0.000329539,0.000329539
113,1451.03,0.76001,0.68637,1.16425,0.45512,0.56404,0.55275,0.35062,0.99184,0.87146,1.55656,0.00032721,0.00032721,0.00032721
114,1463.53,0.7485,0.66825,1.15417,0.70142,0.51546,0.568,0.35588,0.95537,0.86022,1.50907,0.000324882,0.000324882,0.000324882
115,1476.32,0.7656,0.68316,1.16271,0.63055,0.57382,0.58856,0.35581,0.9245,0.85456,1.44492,0.000322553,0.000322553,0.000322553
116,1488.8,0.77109,0.68383,1.17977,0.57965,0.54673,0.60036,0.36262,0.95757,0.87894,1.47419,0.000320225,0.000320225,0.000320225
117,1501.78,0.7599,0.69288,1.16704,0.65997,0.5334,0.60399,0.37415,0.96816,0.79158,1.49307,0.000317896,0.000317896,0.000317896
118,1514.78,0.74964,0.63809,1.14138,0.55759,0.57631,0.56227,0.33802,0.89662,0.7903,1.44654,0.000315568,0.000315568,0.000315568
119,1527.27,0.73128,0.63927,1.14328,0.46014,0.60459,0.51947,0.32581,1.00515,0.93925,1.5787,0.000313239,0.000313239,0.000313239
120,1539.77,0.73979,0.65978,1.14554,0.4073,0.39004,0.32061,0.18025,1.21529,3.6249,1.75889,0.000310911,0.000310911,0.000310911
121,1552.23,0.71268,0.64506,1.13839,0.42226,0.58401,0.51609,0.33534,0.92663,0.83039,1.46093,0.000308582,0.000308582,0.000308582
122,1564.68,0.73301,0.6631,1.14403,0.57142,0.61403,0.54915,0.35807,0.90641,0.86836,1.44918,0.000306254,0.000306254,0.000306254
123,1577.12,0.71697,0.63832,1.14222,0.57421,0.51618,0.55781,0.35873,0.91898,0.8449,1.46677,0.000303925,0.000303925,0.000303925
124,1589.5,0.71246,0.6421,1.15046,0.55335,0.44043,0.49614,0.31484,0.91216,0.93611,1.43604,0.000301597,0.000301597,0.000301597
125,1602.33,0.71051,0.64348,1.13345,0.56838,0.44141,0.46812,0.29672,1.02125,0.96635,1.5309,0.000299268,0.000299268,0.000299268
126,1614.82,0.7181,0.64379,1.13615,0.51806,0.56035,0.58262,0.35783,0.92629,0.84029,1.47941,0.00029694,0.00029694,0.00029694
127,1627.3,0.70089,0.61208,1.1218,0.65844,0.51576,0.60434,0.37192,0.98729,0.86843,1.55321,0.000294612,0.000294612,0.000294612
128,1639.79,0.70533,0.62158,1.12772,0.70514,0.49503,0.54471,0.34634,0.95458,0.83581,1.49572,0.000292283,0.000292283,0.000292283
129,1652.27,0.70264,0.62524,1.12346,0.50195,0.6988,0.59417,0.3484,0.97395,0.79126,1.51651,0.000289955,0.000289955,0.000289955
130,1664.74,0.70604,0.62067,1.1203,0.49649,0.76194,0.59834,0.3542,0.9624,0.94017,1.47861,0.000287626,0.000287626,0.000287626
131,1677.24,0.68672,0.63034,1.11675,0.59969,0.54667,0.5971,0.36845,0.89331,0.81741,1.44718,0.000285298,0.000285298,0.000285298
132,1689.77,0.67417,0.58009,1.09417,0.46207,0.45809,0.40822,0.23795,1.15654,1.28097,1.71767,0.000282969,0.000282969,0.000282969
133,1702.3,0.68607,0.59809,1.12035,0.49898,0.60006,0.54462,0.35641,0.98926,0.85154,1.56108,0.000280641,0.000280641,0.000280641
134,1715.06,0.67889,0.59945,1.10181,0.65461,0.47815,0.48748,0.29261,1.00634,0.96612,1.53873,0.000278312,0.000278312,0.000278312
135,1727.52,0.68655,0.59624,1.11526,0.52456,0.56299,0.56477,0.3636,0.94691,0.78222,1.52392,0.000275984,0.000275984,0.000275984
136,1740,0.67078,0.61265,1.09847,0.58297,0.60236,0.57431,0.36988,0.99044,0.81519,1.56113,0.000273655,0.000273655,0.000273655
137,1752.48,0.66738,0.58831,1.10611,0.50436,0.60143,0.58612,0.38023,0.9458,0.79154,1.48566,0.000271327,0.000271327,0.000271327
138,1765.49,0.66193,0.60005,1.10077,0.56067,0.55022,0.54827,0.34667,0.9583,0.8152,1.50228,0.000268998,0.000268998,0.000268998
139,1778.85,0.66472,0.57349,1.10018,0.48813,0.62075,0.56289,0.34854,0.97253,0.86569,1.53155,0.00026667,0.00026667,0.00026667
140,1791.34,0.64828,0.56263,1.08903,0.55361,0.62836,0.61172,0.38643,0.90154,0.80197,1.47969,0.000264341,0.000264341,0.000264341
141,1804.32,0.65685,0.58589,1.09444,0.51905,0.67208,0.57518,0.34861,0.98961,0.88664,1.54191,0.000262013,0.000262013,0.000262013
142,1816.79,0.63589,0.56797,1.08136,0.51202,0.55927,0.6001,0.3699,0.90361,0.78128,1.45782,0.000259684,0.000259684,0.000259684
143,1829.64,0.65815,0.57632,1.096,0.4979,0.76665,0.59776,0.38257,1.00061,0.80549,1.56105,0.000257356,0.000257356,0.000257356
144,1842.1,0.63759,0.57192,1.07856,0.48588,0.53782,0.55918,0.34456,0.97291,0.80309,1.53751,0.000255027,0.000255027,0.000255027
145,1854.58,0.63818,0.57062,1.07927,0.54724,0.54537,0.60735,0.38668,0.93437,0.78336,1.5132,0.000252699,0.000252699,0.000252699
146,1867.1,0.61683,0.55928,1.07491,0.51818,0.66521,0.60774,0.37667,0.91815,0.77286,1.48038,0.00025037,0.00025037,0.00025037
147,1879.58,0.63246,0.57791,1.08001,0.53166,0.64575,0.60013,0.35966,0.95402,0.80219,1.54595,0.000248042,0.000248042,0.000248042
148,1892.03,0.63786,0.59651,1.09362,0.44666,0.72404,0.59662,0.36719,0.96594,0.82297,1.55343,0.000245713,0.000245713,0.000245713
149,1904.56,0.62485,0.56243,1.07258,0.50122,0.68461,0.61782,0.38733,0.9195,0.82882,1.48678,0.000243385,0.000243385,0.000243385
150,1917.57,0.65109,0.58661,1.09129,0.56573,0.53001,0.54919,0.34203,0.94727,0.8448,1.53048,0.000241056,0.000241056,0.000241056
151,1930.05,0.62765,0.54467,1.06937,0.41629,0.6876,0.51708,0.31972,0.92539,0.8652,1.479,0.000238728,0.000238728,0.000238728
152,1942.56,0.6183,0.55776,1.08152,0.58367,0.49846,0.56726,0.35136,0.88233,0.87612,1.44373,0.0002364,0.0002364,0.0002364
153,1955.08,0.60647,0.53495,1.0693,0.45654,0.53258,0.53291,0.32921,0.97357,0.89053,1.52961,0.000234071,0.000234071,0.000234071
154,1967.89,0.60514,0.54763,1.06322,0.58046,0.5691,0.59323,0.36455,0.97351,0.80673,1.56567,0.000231743,0.000231743,0.000231743
155,1980.37,0.61068,0.52295,1.0712,0.5169,0.64865,0.61187,0.36985,0.94061,0.82671,1.51678,0.000229414,0.000229414,0.000229414
156,1992.92,0.59042,0.53173,1.05595,0.58474,0.63296,0.61163,0.36594,0.96204,0.83462,1.53799,0.000227086,0.000227086,0.000227086
157,2005.43,0.60202,0.52242,1.06111,0.55579,0.62786,0.60806,0.38309,0.92435,0.80378,1.47352,0.000224757,0.000224757,0.000224757
158,2017.94,0.59087,0.53635,1.0622,0.45914,0.6931,0.56556,0.35079,0.89511,0.7731,1.48122,0.000222429,0.000222429,0.000222429
159,2030.38,0.59168,0.54176,1.05313,0.5837,0.63094,0.63231,0.39477,0.92852,0.78263,1.49484,0.0002201,0.0002201,0.0002201
160,2043.38,0.58937,0.53995,1.04973,0.48765,0.67105,0.59409,0.35724,0.94082,0.8035,1.52518,0.000217772,0.000217772,0.000217772
161,2055.85,0.5989,0.52977,1.05363,0.57854,0.60375,0.61013,0.37213,0.97425,0.82117,1.58159,0.000215443,0.000215443,0.000215443
162,2068.27,0.59195,0.51766,1.05439,0.50084,0.60493,0.56249,0.37768,0.91863,0.83228,1.50325,0.000213115,0.000213115,0.000213115
163,2080.77,0.60647,0.53612,1.0647,0.63121,0.57334,0.59188,0.37752,0.95174,0.88741,1.51982,0.000210786,0.000210786,0.000210786
164,2093.57,0.62016,0.54961,1.07263,0.46761,0.74174,0.59583,0.36471,0.93379,0.84678,1.49671,0.000208458,0.000208458,0.000208458
165,2106.11,0.58665,0.52142,1.04962,0.67698,0.4873,0.57414,0.38597,0.86755,0.83927,1.45672,0.000206129,0.000206129,0.000206129
166,2118.58,0.56613,0.49881,1.05187,0.49101,0.63289,0.56446,0.37645,0.93727,0.80193,1.49972,0.000203801,0.000203801,0.000203801
167,2131.08,0.57048,0.49785,1.06321,0.57073,0.50685,0.5716,0.36639,0.93835,0.83414,1.53437,0.000201472,0.000201472,0.000201472
168,2143.52,0.55944,0.50178,1.03547,0.51167,0.59781,0.57656,0.39214,0.96382,0.8324,1.53401,0.000199144,0.000199144,0.000199144
169,2156.03,0.55982,0.50598,1.05338,0.54393,0.65121,0.61777,0.38711,0.91868,0.81851,1.51384,0.000196815,0.000196815,0.000196815
170,2168.5,0.58573,0.52737,1.05886,0.46137,0.71671,0.55448,0.37397,0.9385,0.77229,1.53349,0.000194487,0.000194487,0.000194487
171,2180.97,0.57868,0.53582,1.05466,0.60004,0.6132,0.60927,0.41272,0.96957,0.79922,1.55502,0.000192158,0.000192158,0.000192158
172,2193.95,0.55433,0.49448,1.0341,0.54085,0.76666,0.59326,0.38275,0.93879,0.76323,1.55628,0.00018983,0.00018983,0.00018983
173,2206.47,0.54031,0.48719,1.02813,0.57717,0.7177,0.64101,0.42764,0.91433,0.80243,1.50997,0.000187501,0.000187501,0.000187501
174,2220.7,0.54098,0.4769,1.01878,0.55219,0.75074,0.61716,0.41465,0.9079,0.79372,1.49555,0.000185173,0.000185173,0.000185173
175,2233.19,0.5372,0.46877,1.02062,0.57321,0.58416,0.60624,0.40143,0.87056,0.79735,1.46816,0.000182844,0.000182844,0.000182844
176,2245.69,0.55858,0.48559,1.03983,0.52548,0.68875,0.57897,0.39058,0.92434,0.82518,1.53175,0.000180516,0.000180516,0.000180516
177,2258.2,0.54681,0.49131,1.0279,0.62853,0.69146,0.6581,0.40188,0.91899,0.78052,1.50174,0.000178188,0.000178188,0.000178188
178,2270.68,0.54272,0.50078,1.0272,0.59118,0.59995,0.63538,0.41132,0.9254,0.78773,1.52179,0.000175859,0.000175859,0.000175859
179,2283.15,0.54231,0.47545,1.02814,0.48286,0.6615,0.58197,0.39342,1.08176,0.99544,1.69024,0.000173531,0.000173531,0.000173531
180,2295.62,0.53722,0.47235,1.02777,0.52883,0.56248,0.5413,0.34121,0.95332,0.87245,1.55417,0.000171202,0.000171202,0.000171202
181,2308.09,0.53672,0.49342,1.02281,0.57292,0.71742,0.62901,0.38988,0.89671,0.83557,1.52369,0.000168874,0.000168874,0.000168874
182,2320.53,0.54238,0.4829,1.03882,0.5673,0.65463,0.64001,0.42213,0.93432,0.76152,1.54676,0.000166545,0.000166545,0.000166545
183,2333.33,0.53508,0.49359,1.03056,0.57206,0.67686,0.64783,0.4028,0.87814,0.7148,1.4721,0.000164217,0.000164217,0.000164217
184,2345.78,0.53719,0.46916,1.02396,0.54248,0.66972,0.64775,0.41376,0.87197,0.72463,1.46622,0.000161888,0.000161888,0.000161888
185,2358.24,0.52831,0.47349,1.02258,0.58609,0.68832,0.68369,0.43568,0.92432,0.72735,1.50832,0.00015956,0.00015956,0.00015956
