epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,17.6379,1.53966,4.41813,1.7222,0.5724,0.2131,0.14496,0.07743,1.24206,4.00105,1.63193,8.82e-05,8.82e-05,8.82e-05
2,30.2737,1.33675,2.85527,1.488,0.25587,0.2993,0.15408,0.08104,1.37885,inf,1.67765,0.000181829,0.000181829,0.000181829
3,43.3972,1.39496,2.45636,1.52241,0.21675,0.17234,0.06273,0.03284,1.58353,inf,2.35485,0.000274992,0.000274992,0.000274992
4,56.9653,1.41003,2.28124,1.52676,0.02595,0.40552,0.02164,0.00955,2.44644,inf,4.31391,0.000367689,0.000367689,0.000367689
5,71.0233,1.45857,2.31897,1.60258,0.0008,0.10516,0.00061,0.00025,3.12957,inf,16.4788,0.000459921,0.000459921,0.000459921
6,83.4937,1.48605,2.26608,1.57136,0.00077,0.1759,0.00057,0.00015,2.91857,inf,39.7255,0.000551687,0.000551687,0.000551687
7,96.1396,1.48799,2.20476,1.6235,1e-05,0.00374,1e-05,0,5.24734,inf,553.12,0.000579268,0.000579268,0.000579268
8,122.788,1.43712,2.22681,1.60431,0,0,0,0,4.36147,inf,11.9013,0.000577813,0.000577813,0.000577813
9,135.521,1.423,2.16233,1.58667,0.38781,0.0977,0.00206,0.00047,3.84483,inf,9.28774,0.000576358,0.000576358,0.000576358
10,148.12,1.45828,2.16454,1.59865,0.63835,0.02553,0.0066,0.00285,3.71308,29.7844,8.20479,0.000574902,0.000574902,0.000574902
11,162.028,1.43567,2.05664,1.61532,0.01588,0.17418,0.00939,0.00202,2.97701,45.557,5.49916,0.000573447,0.000573447,0.000573447
12,174.938,1.42872,2.0008,1.56523,1e-05,0.00188,0,0,4.53011,66.0096,7.36746,0.000571992,0.000571992,0.000571992
13,188.776,1.37224,1.97882,1.53614,0.00685,0.02155,0.01716,0.00872,3.80641,inf,6.94931,0.000570536,0.000570536,0.000570536
14,201.273,1.34954,1.88672,1.51741,0.36931,0.11415,0.04139,0.0211,3.02757,140.82,6.35805,0.000569081,0.000569081,0.000569081
15,213.731,1.36305,1.89973,1.52285,0.4705,0.28197,0.13226,0.07792,2.03738,34.7205,3.24565,0.000567626,0.000567626,0.000567626
16,226.188,1.34731,1.84771,1.50379,0.64774,0.00628,0.01019,0.00549,3.28966,5.44164,3.63071,0.000566171,0.000566171,0.000566171
17,238.594,1.30523,1.78108,1.48933,0.37245,0.39107,0.21679,0.12638,1.22522,1.88326,1.60142,0.000564715,0.000564715,0.000564715
18,251.619,1.29324,1.80874,1.49893,0.71503,0.20381,0.1959,0.11366,1.34466,1.81636,1.74968,0.00056326,0.00056326,0.00056326
19,264.133,1.30091,1.767,1.47312,0.55895,0.20293,0.12222,0.06635,1.97164,2.90431,2.20063,0.000561805,0.000561805,0.000561805
20,276.627,1.28415,1.73603,1.48822,0.46069,0.3781,0.25783,0.15901,1.08132,1.85243,1.51819,0.000560349,0.000560349,0.000560349
21,289.573,1.31853,1.72346,1.51825,0.3358,0.373,0.25486,0.15657,1.05354,1.48446,1.46687,0.000558894,0.000558894,0.000558894
22,303.296,1.28646,1.71636,1.48163,0.68753,0.28256,0.2356,0.13851,1.19146,1.79146,1.56957,0.000557439,0.000557439,0.000557439
23,315.723,1.2463,1.65977,1.47845,0.41639,0.37351,0.25751,0.15872,1.08967,1.71878,1.47934,0.000555983,0.000555983,0.000555983
24,328.187,1.26403,1.63129,1.45715,0.42381,0.39696,0.23451,0.15109,0.97619,1.84298,1.37725,0.000554528,0.000554528,0.000554528
25,340.612,1.21422,1.60605,1.45491,0.48448,0.34437,0.26628,0.15478,1.09255,1.66711,1.52014,0.000553073,0.000553073,0.000553073
26,353.06,1.22671,1.57845,1.46912,0.59376,0.24119,0.15367,0.07094,1.76442,2.27744,1.97737,0.000551617,0.000551617,0.000551617
27,365.489,1.22394,1.60478,1.43462,0.54073,0.20186,0.12327,0.06354,1.6466,6.08068,2.03918,0.000550162,0.000550162,0.000550162
28,377.84,1.21209,1.57415,1.43973,0.39051,0.38758,0.33926,0.20993,0.98138,1.46744,1.39846,0.000548707,0.000548707,0.000548707
29,390.737,1.18729,1.53507,1.43227,0.5436,0.29566,0.26713,0.14777,1.26561,1.49371,1.68321,0.000547252,0.000547252,0.000547252
30,403.124,1.19088,1.51645,1.43715,0.43511,0.33288,0.2983,0.18014,1.08608,1.61968,1.45103,0.000545796,0.000545796,0.000545796
31,415.624,1.19602,1.52304,1.39218,0.35209,0.42445,0.27884,0.17036,1.03585,1.58142,1.40494,0.000544341,0.000544341,0.000544341
32,428.078,1.16269,1.50986,1.40188,0.4177,0.47579,0.36423,0.22365,1.00148,1.32709,1.37873,0.000542886,0.000542886,0.000542886
33,442.233,1.17896,1.52244,1.43016,0.40003,0.42426,0.35985,0.22268,1.09842,1.5608,1.47434,0.00054143,0.00054143,0.00054143
34,454.74,1.20674,1.49828,1.43408,0.72284,0.37691,0.38373,0.22354,0.95086,1.28026,1.35046,0.000539975,0.000539975,0.000539975
35,467.715,1.16064,1.48785,1.41383,0.70247,0.30065,0.32096,0.18851,1.25212,1.75257,1.57823,0.00053852,0.00053852,0.00053852
36,480.174,1.1554,1.45772,1.38402,0.32686,0.34432,0.28408,0.17048,1.10576,1.78438,1.45252,0.000537064,0.000537064,0.000537064
37,492.645,1.12993,1.41969,1.39974,0.40194,0.36558,0.32312,0.18782,1.20653,1.98013,1.54011,0.000535609,0.000535609,0.000535609
38,505.124,1.12212,1.41291,1.37738,0.59164,0.26717,0.29686,0.18523,1.07845,1.881,1.40947,0.000534154,0.000534154,0.000534154
39,517.562,1.15996,1.44633,1.40379,0.72253,0.34251,0.31519,0.20313,1.05161,1.46843,1.41016,0.000532699,0.000532699,0.000532699
40,529.985,1.12492,1.41539,1.39111,0.51796,0.47874,0.45523,0.30515,1.0558,1.3357,1.41532,0.000531243,0.000531243,0.000531243
41,542.935,1.11044,1.39421,1.37118,0.5668,0.43312,0.35012,0.23239,1.01031,1.57594,1.42485,0.000529788,0.000529788,0.000529788
42,555.544,1.13929,1.48729,1.40193,0.57082,0.40666,0.39939,0.25383,0.99408,1.36505,1.40768,0.000528333,0.000528333,0.000528333
43,567.974,1.1029,1.37061,1.37862,0.35526,0.42355,0.37282,0.24385,0.96052,1.2479,1.36894,0.000526877,0.000526877,0.000526877
44,581.615,1.12887,1.34709,1.38338,0.46574,0.41836,0.40716,0.26351,0.97186,1.64536,1.37626,0.000525422,0.000525422,0.000525422
45,594.027,1.10446,1.32066,1.37273,0.46292,0.52952,0.42061,0.28797,1.00929,1.42664,1.3708,0.000523967,0.000523967,0.000523967
46,606.435,1.08729,1.27574,1.35207,0.43717,0.41423,0.30561,0.18686,1.10958,1.72738,1.48937,0.000522511,0.000522511,0.000522511
47,618.878,1.08218,1.29298,1.34117,0.49917,0.43354,0.32878,0.21201,0.99822,1.70075,1.40302,0.000521056,0.000521056,0.000521056
48,631.315,1.09618,1.27613,1.35884,0.58372,0.51299,0.43089,0.29845,1.05175,1.39464,1.35432,0.000519601,0.000519601,0.000519601
49,643.737,1.09785,1.27726,1.37043,0.42009,0.47256,0.40499,0.25032,0.96156,1.30826,1.38714,0.000518146,0.000518146,0.000518146
50,656.186,1.06004,1.2759,1.32543,0.59288,0.38954,0.38627,0.26384,0.98996,1.19665,1.39373,0.00051669,0.00051669,0.00051669
51,668.621,1.06203,1.22509,1.32897,0.60252,0.40408,0.44164,0.28873,1.14254,1.24363,1.53875,0.000515235,0.000515235,0.000515235
52,681.062,1.06492,1.22149,1.34187,0.47951,0.46306,0.44931,0.28282,1.08834,1.29281,1.42003,0.00051378,0.00051378,0.00051378
53,693.504,1.06541,1.24274,1.34498,0.4782,0.45778,0.45234,0.28922,0.94323,1.27569,1.31187,0.000512324,0.000512324,0.000512324
54,705.942,1.09399,1.24158,1.37613,0.47049,0.45956,0.41671,0.26996,1.09548,1.32233,1.5192,0.000510869,0.000510869,0.000510869
55,719.636,1.06119,1.19382,1.33769,0.82529,0.36272,0.46577,0.3072,0.90384,1.12137,1.34639,0.000509414,0.000509414,0.000509414
56,732.547,1.02886,1.15315,1.31464,0.50096,0.3743,0.40477,0.26217,0.94833,1.69688,1.34209,0.000507959,0.000507959,0.000507959
57,745.011,1.02163,1.16688,1.33597,0.54265,0.45368,0.40771,0.2683,0.96704,1.24049,1.39632,0.000506503,0.000506503,0.000506503
58,757.418,1.02215,1.16179,1.31447,0.63284,0.4247,0.40944,0.25037,0.92132,1.45535,1.33578,0.000505048,0.000505048,0.000505048
59,769.859,1.04105,1.17999,1.34447,0.54391,0.44869,0.43219,0.28375,1.08495,1.46663,1.40258,0.000503593,0.000503593,0.000503593
