,xmin,ymin,xmax,ymax,conf,class
0,3845.4358520507812,441.05224609375,4123.132301330566,820.2645263671875,0.5249476432800293,Araneae
1,4024.4017963409424,618.6425170898438,4191.470108032227,886.2587890625,0.23419766128063202,Araneae
2,3413.591094970703,3222.452362060547,3585.9527282714844,3331.174102783203,0.17848213016986847,Araneae
3,2029.3319702148438,3087.096466064453,2147.161102294922,3302.2464294433594,0.10935691744089127,Araneae
4,1544.6165771484375,1835.7042236328125,2374.507080078125,2735.5546875,0.06629607826471329,Araneae
5,2868.1656799316406,1680.6633224487305,2900.0,1862.6650390625,0.06559594720602036,Araneae
6,876.694580078125,3115.1824951171875,1063.2036437988281,3289.368621826172,0.046018071472644806,Araneae
7,3413.9453887939453,1600.0240504741669,3614.4916381835938,1618.3478622436523,0.033225275576114655,Araneae
8,1900.9357299804688,455.1108856201172,2022.8217163085938,682.9715270996094,0.028018930926918983,Araneae
9,417.00167655944824,1200.0,627.590087890625,1240.9693412780762,0.017912888899445534,Araneae
10,3704.829360961914,1513.4910888671875,4106.449768066406,1959.6295471191406,0.01338287815451622,Araneae
11,2183.1671752929688,726.9237670898438,2528.271026611328,1048.81005859375,0.011109596118330956,Araneae
12,885.4746704101562,2384.380615234375,899.9817810058594,2548.7910766601562,0.010104157030582428,Araneae
13,1128.5929260253906,1475.4883728027344,1287.6240234375,1610.693115234375,0.007337718736380339,Araneae
14,2401.738739013672,663.6810913085938,2488.8201751708984,855.9831237792969,0.007324542384594679,Araneae
15,1116.2440795898438,1600.0,1300.0,1640.3630180358887,0.0071859657764434814,Araneae
16,3209.6227111816406,2000.0,3300.0,2190.2364807128906,0.003957769367843866,Araneae
17,1779.7554473876953,1600.0,2155.8089752197266,1820.150131225586,0.003762536682188511,Araneae
18,676.74169921875,2328.1770629882812,849.0431060791016,2473.597900390625,0.0030336773488670588,Araneae
19,2000.0182837247849,126.89509582519531,2048.421375274658,336.21099853515625,0.003025538520887494,Araneae
20,1748.6913146972656,2956.0,2063.9161071777344,3027.5003051757812,0.002307034097611904,Araneae
21,4108.0,994.9373321533203,4176.964294433594,1300.0,0.0021878203842788935,Araneae
22,2400.0,2400.0,2758.713134765625,2536.8369903564453,0.002050952287390828,Araneae
23,800.0,1893.0401306152344,1072.7203979492188,2100.0,0.0018401413690298796,Araneae
24,1600.1023292541504,523.4297866821289,1653.9026260375977,741.60107421875,0.001833685440942645,Araneae
25,1927.0888977050781,1118.31298828125,2364.8915405273438,1424.2394409179688,0.0018297969363629818,Araneae
26,4000.0,118.49708557128906,4369.894134521484,473.79302978515625,0.0017728961538523436,Araneae
27,0.0,2893.1060791015625,214.4471435546875,3233.6994018554688,0.0017431380692869425,Araneae
28,3999.8551635742188,2546.0347290039062,4114.700874328613,2749.3226928710938,0.0017115615773946047,Araneae
29,2518.424514770508,267.9285888671875,2900.0,614.9556121826172,0.0016794835682958364,Araneae
30,1686.6862182617188,1539.4990844726562,1699.9779663085938,1646.8988342285156,0.0016027976525947452,Araneae
31,3807.2806854248047,2800.0,4100.0,3077.801239013672,0.0015478483401238918,Araneae
32,3833.397247314453,1200.0,4157.161041259766,1612.7007446289062,0.0015282583190128207,Araneae
33,867.4550552368164,0.0,1389.7499084472656,241.04928588867188,0.0013319940771907568,Araneae
34,3529.156005859375,1819.7091522216797,3865.801727294922,2179.6250610351562,0.0012168620014563203,Araneae
35,0.0,2701.7295532226562,261.64752197265625,3068.0228576660156,0.0011494850041344762,Araneae
36,884.2575988769531,1152.1734313964844,1204.1019287109375,1299.6731872558594,0.0011401583906263113,Araneae
37,4106.835174560547,0.0,4608.0,324.5208740234375,0.0011182299349457026,Araneae
38,2646.3178100585938,0.0,2921.1859436035156,196.2492218017578,0.0011115135857835412,Araneae
39,2291.640380859375,923.8104858398438,2497.7078552246094,1206.3092651367188,0.0010922170476987958,Araneae
40,2617.5086059570312,162.7532501220703,2703.1705932617188,270.73382568359375,0.0010228470200672746,Araneae
41,3441.006134033203,1826.007080078125,3700.0,2203.2493591308594,0.000986507162451744,Araneae
42,3543.1370239257812,400.0,4033.22412109375,660.5606689453125,0.0007348094950430095,Araneae
43,2400.0,2400.0,2576.35107421875,2672.1688842773438,0.0007153933402150869,Araneae
44,1796.3592987060547,229.6611328125,1874.7967834472656,292.381103515625,0.0006925740162841976,Araneae
45,1331.4968566894531,2800.0,1700.5592803955078,2977.4942321777344,0.0006724948179908097,Araneae
46,2598.970657348633,2700.1615600585938,2994.878204345703,3182.0340576171875,0.0006303007830865681,Araneae
47,1306.3474044799805,1600.0,1546.0699157714844,1648.271369934082,0.000580516760237515,Araneae
48,4341.670944213867,73.38876342773438,4608.0,391.4849853515625,0.0005686905351467431,Araneae
49,763.4840698242188,1890.3149719238281,900.0,2100.0,0.0005467755254358053,Araneae
50,2425.18851852417,332.6153869628906,2527.727249145508,407.5268249511719,0.0005418545915745199,Araneae
51,3752.9903411865234,0.0,4100.0,406.3134765625,0.0005383395473472774,Araneae
52,77.38423156738281,0.0,583.1230163574219,242.55667114257812,0.0005194890545681119,Araneae
53,3040.3529205322266,2564.7464294433594,3360.167007446289,2900.0,0.0005186914349906147,Araneae
54,1334.2361450195312,0.0,1738.7643280029297,208.20265197753906,0.000509917619638145,Araneae
55,3137.1589965820312,3066.6914672851562,3419.583984375,3400.1524658203125,0.0004870284756179899,Araneae
56,95.75877380371094,3257.543243408203,597.2367248535156,3456.0,0.0004852013662457466,Araneae
57,2994.1839294433594,1072.9927062988281,3313.470962524414,1336.6213836669922,0.00046802617725916207,Araneae
58,2462.413604736328,200.0624237060547,2500.0,429.1500549316406,0.00046348414616659284,Araneae
59,2315.1039428710938,400.0,2752.2765197753906,674.4559631347656,0.0004553864127956331,Araneae
60,1599.4969787597656,0.0,1882.5513000488281,193.9402618408203,0.0004512478190008551,Araneae
61,2492.098213195801,2882.0018768310547,2973.0419158935547,3280.3330078125,0.0004503419331740588,Araneae
62,2967.802780151367,2800.0,3300.0,3147.651580810547,0.0004495710018090904,Araneae
63,0.0,263.69744873046875,293.2611389160156,585.7241973876953,0.00044256067485548556,Araneae
64,1200.64537525177,400.0,1630.3396301269531,512.3597412109375,0.000429939798777923,Araneae
65,0.0,3075.111503601074,308.9378356933594,3413.873046875,0.0004186342121101916,Araneae
66,1056.5472106933594,2956.0,1300.0,3097.618667602539,0.00037768002948723733,Araneae
67,1477.4446411132812,3044.3251876831055,1576.7629699707031,3118.9631958007812,0.00037540780613198876,Araneae
68,2800.0,400.0,3092.5482177734375,685.0686950683594,0.0003713346377480775,Araneae
69,1229.9190635681152,506.9099426269531,1333.2439880371094,647.7373809814453,0.00036813822225667536,Araneae
70,2954.5838775634766,3194.6109771728516,3137.885040283203,3298.308074951172,0.0003586601815186441,Araneae
71,1600.0,800.0,1810.9984436035156,896.2959823608398,0.00035677841515280306,Araneae
72,1439.6421966552734,3256.7843017578125,1837.1944427490234,3456.0,0.0003238465287722647,Araneae
