epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,18.4943,1.47693,4.47598,1.68702,0.45113,0.14176,0.07785,0.03407,1.48546,3.96937,1.56322,8.82e-05,8.82e-05,8.82e-05
2,31.3624,1.32916,2.9347,1.50293,0.32069,0.19104,0.0623,0.03443,1.56189,20.0541,1.75961,0.000181558,0.000181558,0.000181558
3,44.122,1.38097,2.4886,1.56044,0.24058,0.06919,0.01014,0.00516,2.21014,inf,2.89761,0.000274171,0.000274171,0.000274171
4,57.345,1.39747,2.2948,1.57516,0.00085,0.17616,0.00064,0.0002,2.31927,inf,9.38391,0.000366039,0.000366039,0.000366039
5,73.076,1.45327,2.27097,1.64975,0.2309,0.01119,6e-05,1e-05,3.91004,inf,8.87797,0.000457162,0.000457162,0.000457162
6,85.7324,1.4495,2.25994,1.60221,0.08983,0.07713,0.00306,0.00145,3.37715,inf,11.3156,0.00054754,0.00054754,0.00054754
7,98.8627,1.43988,2.19716,1.60629,0.07843,0.26028,0.00137,0.00042,3.61403,inf,12.878,0.000574029,0.000574029,0.000574029
8,111.674,1.49002,2.23351,1.63699,0.02899,0.45977,0.028,0.0139,1.93258,inf,2.88513,0.000571701,0.000571701,0.000571701
9,124.393,1.43845,2.07077,1.60506,0.00019,0.11594,0.00029,0.00012,3.69081,inf,7.70806,0.000569372,0.000569372,0.000569372
10,136.951,1.43894,2.0308,1.59443,0.33515,0.09907,0.04419,0.02136,1.9579,7.62336,2.24645,0.000567044,0.000567044,0.000567044
11,149.612,1.40725,2.03422,1.5629,0.24914,0.48999,0.15543,0.09292,1.23648,13.4472,1.64542,0.000564715,0.000564715,0.000564715
12,162.665,1.38591,1.93414,1.55686,0.63829,0.13664,0.10429,0.06126,1.59922,4.67594,1.92499,0.000562387,0.000562387,0.000562387
13,175.706,1.37276,1.93465,1.54852,0.32148,0.3309,0.19303,0.11317,1.21074,5.357,1.60978,0.000560058,0.000560058,0.000560058
14,188.775,1.33469,1.91013,1.53035,0.62107,0.17663,0.14642,0.0828,1.47819,4.47499,1.8392,0.00055773,0.00055773,0.00055773
15,201.383,1.32923,1.85607,1.52775,0.4702,0.33481,0.20772,0.12214,1.24124,2.96761,1.51865,0.000555401,0.000555401,0.000555401
16,214.956,1.28126,1.83959,1.51443,0.32042,0.44464,0.24622,0.14703,1.34988,3.09493,1.76508,0.000553073,0.000553073,0.000553073
17,228.015,1.32153,1.82287,1.51141,0.57389,0.29221,0.23616,0.13884,1.37018,2.7278,1.68672,0.000550744,0.000550744,0.000550744
18,240.539,1.31619,1.83227,1.50769,0.53729,0.31271,0.19212,0.11807,1.279,2.5516,1.61705,0.000548416,0.000548416,0.000548416
19,253.147,1.29382,1.74127,1.51918,0.34584,0.16117,0.15337,0.07618,1.68087,3.26874,1.90807,0.000546087,0.000546087,0.000546087
20,265.726,1.30343,1.71258,1.52627,0.53872,0.35927,0.29603,0.17736,1.29972,1.71885,1.57293,0.000543759,0.000543759,0.000543759
21,278.838,1.25703,1.64458,1.48128,0.5832,0.38609,0.36716,0.20416,1.25032,1.60491,1.53389,0.00054143,0.00054143,0.00054143
22,292.042,1.27948,1.72973,1.49315,0.4565,0.39601,0.21145,0.1154,1.40368,2.59013,1.69193,0.000539102,0.000539102,0.000539102
23,304.591,1.21418,1.63785,1.44496,0.38899,0.34577,0.19895,0.11796,1.43382,2.53688,1.74049,0.000536773,0.000536773,0.000536773
24,317.17,1.23278,1.66946,1.46623,0.37291,0.40952,0.30882,0.18499,1.17161,1.41111,1.47437,0.000534445,0.000534445,0.000534445
25,329.706,1.22625,1.58887,1.45038,0.4625,0.34629,0.28403,0.1717,1.20212,1.47712,1.52756,0.000532116,0.000532116,0.000532116
26,342.583,1.21782,1.60811,1.47145,0.4758,0.35803,0.30988,0.1929,1.14778,1.54989,1.47287,0.000529788,0.000529788,0.000529788
27,355.786,1.21158,1.60848,1.47327,0.68151,0.29964,0.2692,0.16834,1.21834,1.45726,1.54503,0.00052746,0.00052746,0.00052746
28,368.359,1.2048,1.55561,1.44447,0.50443,0.35153,0.29259,0.17996,1.17429,1.57519,1.42405,0.000525131,0.000525131,0.000525131
29,380.921,1.23478,1.56199,1.45896,0.568,0.33008,0.31631,0.19508,1.17111,1.52215,1.46028,0.000522803,0.000522803,0.000522803
30,393.543,1.19144,1.56221,1.44035,0.42968,0.39583,0.28288,0.17482,1.20028,1.73553,1.45857,0.000520474,0.000520474,0.000520474
31,406.121,1.17901,1.51343,1.40678,0.54354,0.16812,0.16275,0.0884,1.50822,2.8003,1.83023,0.000518146,0.000518146,0.000518146
32,418.673,1.19255,1.52114,1.44961,0.67582,0.36519,0.33955,0.20107,1.16521,1.38876,1.41683,0.000515817,0.000515817,0.000515817
33,431.202,1.1916,1.49418,1.44032,0.48567,0.40919,0.34849,0.2219,1.18116,1.51859,1.45804,0.000513489,0.000513489,0.000513489
34,444.323,1.15513,1.47355,1.40892,0.31546,0.58897,0.32386,0.19735,1.13921,1.42758,1.47879,0.00051116,0.00051116,0.00051116
35,457.172,1.16136,1.46438,1.4215,0.49395,0.3686,0.34612,0.20102,1.20394,1.50083,1.4328,0.000508832,0.000508832,0.000508832
36,469.738,1.14643,1.44099,1.40469,0.47268,0.52019,0.35008,0.21506,1.11198,1.52636,1.40219,0.000506503,0.000506503,0.000506503
37,482.295,1.15106,1.44264,1.39907,0.45176,0.48797,0.40454,0.24178,1.14503,1.34507,1.43192,0.000504175,0.000504175,0.000504175
38,495.417,1.12665,1.41849,1.39642,0.31693,0.44884,0.36876,0.23035,1.2291,1.60138,1.52038,0.000501846,0.000501846,0.000501846
39,507.91,1.14295,1.41759,1.41258,0.52345,0.47389,0.39817,0.23339,1.13619,1.68299,1.40954,0.000499518,0.000499518,0.000499518
40,520.396,1.14572,1.40142,1.39498,0.50738,0.4142,0.44088,0.27155,1.13738,1.41064,1.41495,0.000497189,0.000497189,0.000497189
41,533.498,1.14269,1.40394,1.40627,0.34504,0.51183,0.44554,0.26843,1.14196,1.4677,1.41304,0.000494861,0.000494861,0.000494861
42,546.074,1.11369,1.40059,1.38913,0.52965,0.43702,0.4137,0.2471,1.21448,1.39247,1.54343,0.000492532,0.000492532,0.000492532
43,558.428,1.09876,1.3476,1.38799,0.4293,0.47838,0.38603,0.236,1.19406,1.41339,1.46699,0.000490204,0.000490204,0.000490204
44,570.989,1.07812,1.33427,1.35968,0.59965,0.35849,0.40747,0.25081,1.14393,1.32885,1.40549,0.000487875,0.000487875,0.000487875
45,583.835,1.08646,1.31737,1.35034,0.55199,0.44457,0.44896,0.27695,1.20884,1.32922,1.46746,0.000485547,0.000485547,0.000485547
46,596.796,1.10878,1.29255,1.38169,0.63989,0.44153,0.4678,0.29774,1.07588,1.2437,1.39477,0.000483218,0.000483218,0.000483218
47,609.733,1.08674,1.30707,1.3628,0.55185,0.51003,0.47123,0.29741,1.11911,1.30482,1.43019,0.00048089,0.00048089,0.00048089
48,622.738,1.07925,1.32652,1.3562,0.47635,0.48444,0.43016,0.27275,1.12416,1.34575,1.41391,0.000478561,0.000478561,0.000478561
49,635.244,1.04864,1.28389,1.35078,0.55255,0.42159,0.44855,0.27521,1.1365,1.17566,1.41747,0.000476233,0.000476233,0.000476233
50,647.712,1.03536,1.25545,1.32336,0.32526,0.54944,0.40902,0.24554,1.10898,1.40588,1.39617,0.000473904,0.000473904,0.000473904
51,660.207,1.03758,1.2575,1.32111,0.58308,0.47993,0.45476,0.30255,1.14881,1.24644,1.4558,0.000471576,0.000471576,0.000471576
52,673.157,1.08739,1.25969,1.36182,0.42971,0.48778,0.40479,0.26685,1.11157,1.51273,1.41954,0.000469248,0.000469248,0.000469248
53,685.726,1.04825,1.19553,1.32618,0.5871,0.44056,0.47438,0.31254,1.07789,1.35336,1.35587,0.000466919,0.000466919,0.000466919
54,698.835,1.01968,1.21941,1.32812,0.38064,0.35532,0.28725,0.17922,1.18644,1.8754,1.48729,0.000464591,0.000464591,0.000464591
55,711.705,1.0332,1.20677,1.3215,0.56525,0.4565,0.47012,0.28824,1.13803,1.34388,1.44485,0.000462262,0.000462262,0.000462262
56,724.243,1.02983,1.17266,1.32728,0.5294,0.41611,0.44457,0.28037,1.19891,1.34783,1.54329,0.000459934,0.000459934,0.000459934
57,736.749,1.03788,1.16854,1.33595,0.55591,0.54907,0.48996,0.32237,1.1044,1.27657,1.43483,0.000457605,0.000457605,0.000457605
58,749.697,1.02428,1.13342,1.30331,0.46207,0.45759,0.4119,0.25957,1.12274,1.3633,1.41507,0.000455277,0.000455277,0.000455277
59,762.101,1.00954,1.13918,1.30949,0.50635,0.39456,0.3715,0.23256,1.10919,1.54984,1.40531,0.000452948,0.000452948,0.000452948
60,774.559,1.01872,1.15392,1.3178,0.50187,0.54355,0.47129,0.30607,1.12312,1.36103,1.42384,0.00045062,0.00045062,0.00045062
61,786.976,1.00901,1.11843,1.30431,0.61144,0.41712,0.41881,0.25333,1.19907,1.33452,1.44779,0.000448291,0.000448291,0.000448291
62,799.417,1.03027,1.13893,1.32118,0.56904,0.48145,0.45959,0.29205,1.06375,1.28077,1.37241,0.000445963,0.000445963,0.000445963
63,811.854,1.0357,1.11256,1.33294,0.53355,0.52033,0.50392,0.3478,1.06717,1.14774,1.36235,0.000443634,0.000443634,0.000443634
64,825.052,1.03074,1.14216,1.32349,0.47897,0.39999,0.40641,0.25646,1.05665,1.32581,1.38284,0.000441306,0.000441306,0.000441306
65,837.479,0.98064,1.12499,1.28288,0.46665,0.56668,0.49898,0.32117,1.01958,1.2647,1.34572,0.000438977,0.000438977,0.000438977
66,849.93,0.97502,1.10803,1.29226,0.58285,0.53429,0.48753,0.32699,1.04069,1.16574,1.35806,0.000436649,0.000436649,0.000436649
67,862.368,0.9732,1.05084,1.28438,0.55213,0.38788,0.37547,0.23528,1.13064,1.30656,1.48744,0.00043432,0.00043432,0.00043432
68,874.787,1.00258,1.0984,1.31828,0.52915,0.49745,0.47356,0.30351,1.09393,1.23602,1.40486,0.000431992,0.000431992,0.000431992
69,887.24,1.00195,1.08797,1.31632,0.52718,0.43795,0.43772,0.26893,1.13233,1.60704,1.45879,0.000429663,0.000429663,0.000429663
