"","Response","Taxon","Effect.type","Explanatory","Estimate","Statistics","K","P","Signif","R2","AIC","Scale"
"191","Body size","Ephemeroptera","Fixed effects","Area",-1.09770017575413,-2.00844651173246,1,0.0503426720924894,".",0.0862519785231785,NA,100
"192","Body size","Ephemeroptera","Random effects","Coordinates",NA,4.87357563560722,1,0.184391010955335,"ns",0.0862519785231785,NA,100
"193","Body size","Nematocera","Fixed effects","(Intercept)",11.6451245295203,113.206822434811,1,3.6797996835679e-199,"****",0.0180571122564048,NA,100
"194","Body size","Nematocera","Fixed effects","Area",0.0598319398246121,0.408662148553044,1,0.683179380219754,"ns",0.0180571122564048,NA,100
"195","Body size","Nematocera","Random effects","Coordinates",NA,6.02034602971476,1,0.0878120153593424,".",0.0180571122564048,NA,100
"196","Body size","Brachycera","Fixed effects","(Intercept)",11.1121029598889,87.5853083835675,1,1.44839326275362e-164,"****",0.0166510780598604,NA,100
"197","Body size","Brachycera","Fixed effects","Area",-0.348752087901727,-1.74235967305085,1,0.0829430321220341,".",0.0166510780598604,NA,100
"198","Body size","Brachycera","Random effects","Coordinates",NA,2.92232362805989,1,0.354888747160733,"ns",0.0166510780598604,NA,100
"199","Body size","Trichoptera","Fixed effects","(Intercept)",8.96012751234015,64.2771253842809,1,6.12505920067542e-101,"****",0.0346160279237288,NA,100
"200","Body size","Trichoptera","Fixed effects","Area",-0.140475180389269,-0.689892435375316,1,0.491482188661906,"ns",0.0346160279237288,NA,100
"201","Body size","Trichoptera","Random effects","Coordinates",NA,7.70605557003758,1,0.0236634800714765,"*",0.0346160279237288,NA,100
"202","Body size","Hymenoptera","Fixed effects","(Intercept)",12.4387729730693,49.0839257314286,1,5.62889002951313e-88,"****",0.0853258532836992,NA,100
"203","Body size","Hymenoptera","Fixed effects","Area",-0.562952438654303,-1.73432873825871,1,0.0851416160395346,".",0.0853258532836992,NA,100
"204","Body size","Hymenoptera","Random effects","Coordinates",NA,21.0496994159694,1,0.000208939736202174,"***",0.0853258532836992,NA,100
"205","Body size","Coleoptera","Fixed effects","(Intercept)",12.3488431064358,57.2054593676994,1,6.90018143511223e-107,"****",-0.00147203196665169,NA,100
"206","Body size","Coleoptera","Fixed effects","Area",-0.616314875297259,-1.72420742602557,1,0.0866430782250605,".",-0.00147203196665169,NA,100
"207","Body size","Coleoptera","Random effects","Coordinates",NA,0.433202262557,1,0.922062891831709,"ns",-0.00147203196665169,NA,100
"208","Body size","Hemiptera","Fixed effects","(Intercept)",12.4876371969729,108.940334433499,1,1.50088359794986e-143,"****",0.0617513117854792,NA,100
"209","Body size","Hemiptera","Fixed effects","Area",-0.119467625053091,-0.673368330706897,1,0.501759928258219,"ns",0.0617513117854792,NA,100
"210","Body size","Hemiptera","Random effects","Coordinates",NA,13.5496604031601,1,0.00480459173148673,"**",0.0617513117854792,NA,100
"211","Body size","Ephemeroptera","Fixed effects","(Intercept)",13.8304135587374,37.9057374506468,1,5.54699717459533e-37,"****",0.0460926054050981,NA,250
"212","Body size","Ephemeroptera","Fixed effects","Area",-0.961362147843819,-1.48935464812016,1,0.143050171566513,"ns",0.0460926054050981,NA,250
"213","Body size","Ephemeroptera","Random effects","Coordinates",NA,3.81784629521677,1,0.277808444665711,"ns",0.0460926054050981,NA,250
"214","Body size","Nematocera","Fixed effects","(Intercept)",11.6105643753353,111.336950108963,1,1.3808743637422e-197,"****",0.0208561120578655,NA,250
"215","Body size","Nematocera","Fixed effects","Area",0.13172192000138,0.826413482870534,1,0.409451934999324,"ns",0.0208561120578655,NA,250
"216","Body size","Nematocera","Random effects","Coordinates",NA,5.4603153754357,1,0.102037623844539,"ns",0.0208561120578655,NA,250
"217","Body size","Brachycera","Fixed effects","(Intercept)",11.0998073855902,83.9817967412187,1,6.4829193696073e-161,"****",0.014008624399846,NA,250
"218","Body size","Brachycera","Fixed effects","Area",-0.345769029861602,-1.5275011173001,1,0.128175740438103,"ns",0.014008624399846,NA,250
"219","Body size","Brachycera","Random effects","Coordinates",NA,2.77694484934931,1,0.355741086071439,"ns",0.014008624399846,NA,250
"220","Body size","Trichoptera","Fixed effects","(Intercept)",8.9601264776031,62.0915418256217,1,4.93363465657252e-99,"****",0.0351438288970496,NA,250
"221","Body size","Trichoptera","Fixed effects","Area",-0.153438164464209,-0.655189083445492,1,0.513494898038538,"ns",0.0351438288970496,NA,250
"222","Body size","Trichoptera","Random effects","Coordinates",NA,7.52656133880839,1,0.0257583555514757,"*",0.0351438288970496,NA,250
"223","Body size","Hymenoptera","Fixed effects","(Intercept)",12.5392505797758,58.2195354430012,1,1.55391569060943e-97,"****",0.102207739632938,NA,250
"224","Body size","Hymenoptera","Fixed effects","Area",-1.01288340267835,-2.96029357894129,1,0.00363138647764027,"**",0.102207739632938,NA,250
"225","Body size","Hymenoptera","Random effects","Coordinates",NA,31.3376578578905,1,3.77687297942186e-06,"****",0.102207739632938,NA,250
"226","Body size","Coleoptera","Fixed effects","(Intercept)",12.438929714063,60.6006390658246,1,1.33899047871407e-110,"****",0.00952276795893348,NA,250
"227","Body size","Coleoptera","Fixed effects","Area",-0.929915397943211,-2.27551631504011,1,0.0242313960930776,"*",0.00952276795893348,NA,250
"228","Body size","Coleoptera","Random effects","Coordinates",NA,0.808425546348251,1,0.826590032826388,"ns",0.00952276795893348,NA,250
"229","Body size","Hemiptera","Fixed effects","(Intercept)",12.4983637434416,106.95302300797,1,2.26720169358794e-142,"****",0.0632472326949499,NA,250
"230","Body size","Hemiptera","Fixed effects","Area",-0.154512287212934,-0.769984402119811,1,0.442532712631044,"ns",0.0632472326949499,NA,250
"231","Body size","Hemiptera","Random effects","Coordinates",NA,13.6893616316422,1,0.00455651525865081,"**",0.0632472326949499,NA,250
"232","Body size","Ephemeroptera","Fixed effects","(Intercept)",13.681034511278,31.7070154962649,1,1.77905645754386e-33,"****",0.00168090146869615,NA,500
"233","Body size","Ephemeroptera","Fixed effects","Area",-0.642738042060284,-0.8391669635642,1,0.405605393520916,"ns",0.00168090146869615,NA,500
"234","Body size","Ephemeroptera","Random effects","Coordinates",NA,2.69063876983392,1,0.424572017899345,"ns",0.00168090146869615,NA,500
"235","Body size","Nematocera","Fixed effects","(Intercept)",11.5352680471974,106.485465504434,1,2.19985543016468e-193,"****",0.030315682474267,NA,500
"236","Body size","Nematocera","Fixed effects","Area",0.291340182026866,1.67091431711479,1,0.0961394735395553,".",0.030315682474267,NA,500
"237","Body size","Nematocera","Random effects","Coordinates",NA,4.93901027593825,1,0.117347721472441,"ns",0.030315682474267,NA,500
"238","Body size","Brachycera","Fixed effects","(Intercept)",11.1219691086537,79.9854007232538,1,1.06417565698784e-156,"****",0.013469017198479,NA,500
"239","Body size","Brachycera","Fixed effects","Area",-0.416365056331728,-1.59581596724864,1,0.112068121496437,"ns",0.013469017198479,NA,500
"240","Body size","Brachycera","Random effects","Coordinates",NA,2.65209344301617,1,0.350486015306015,"ns",0.013469017198479,NA,500
"241","Body size","Trichoptera","Fixed effects","(Intercept)",8.9399089158463,60.5188871669891,1,1.27028765273233e-97,"****",0.0328930921845937,NA,500
"242","Body size","Trichoptera","Fixed effects","Area",-0.122028366031143,-0.473250089063344,1,0.636822411984765,"ns",0.0328930921845937,NA,500
"243","Body size","Trichoptera","Random effects","Coordinates",NA,7.17309243332032,1,0.030450696465055,"*",0.0328930921845937,NA,500
"244","Body size","Hymenoptera","Fixed effects","(Intercept)",12.4002817261863,48.746939812866,1,1.35473145830504e-87,"****",0.0653473278772287,NA,500
"245","Body size","Hymenoptera","Fixed effects","Area",-0.595572231233082,-1.25890941943843,1,0.210234827588046,"ns",0.0653473278772287,NA,500
"246","Body size","Hymenoptera","Random effects","Coordinates",NA,22.3632667289332,1,0.000120930794252738,"***",0.0653473278772287,NA,500
"247","Body size","Coleoptera","Fixed effects","(Intercept)",12.5335736212434,59.0682389570196,1,6.84899238898577e-109,"****",0.018397561235416,NA,500
"248","Body size","Coleoptera","Fixed effects","Area",-1.28049614516595,-2.58304435955479,1,0.0107087499070648,"*",0.018397561235416,NA,500
"249","Body size","Coleoptera","Random effects","Coordinates",NA,1.34632364036406,1,0.696424211953048,"ns",0.018397561235416,NA,500
"250","Body size","Hemiptera","Fixed effects","(Intercept)",12.500696645306,98.7633536127549,1,2.62960172304445e-137,"****",0.0603825206394141,NA,500
"251","Body size","Hemiptera","Fixed effects","Area",-0.166894377254371,-0.697426174951816,1,0.486626962405856,"ns",0.0603825206394141,NA,500
"252","Body size","Hemiptera","Random effects","Coordinates",NA,13.7522262900831,1,0.00507972371256693,"**",0.0603825206394141,NA,500
"253","Body size","Ephemeroptera","Fixed effects","(Intercept)",13.653941520865,28.6674396936849,1,1.61494575236964e-31,"****",-0.00832215462932173,NA,750
"254","Body size","Ephemeroptera","Fixed effects","Area",-0.583824834745321,-0.669981868275142,1,0.506132480841191,"ns",-0.00832215462932173,NA,750
"255","Body size","Ephemeroptera","Random effects","Coordinates",NA,2.32352632575027,1,0.477700947955705,"ns",-0.00832215462932173,NA,750
"256","Body size","Nematocera","Fixed effects","(Intercept)",11.504059722315,101.301995456903,1,1.15614521366657e-188,"****",0.0330968418730985,NA,750
"257","Body size","Nematocera","Fixed effects","Area",0.358418446010163,1.90291605077624,1,0.0583376123488649,".",0.0330968418730985,NA,750
"258","Body size","Nematocera","Random effects","Coordinates",NA,4.67176178299371,1,0.128929435193493,"ns",0.0330968418730985,NA,750
"259","Body size","Brachycera","Fixed effects","(Intercept)",11.1323818774144,74.776145047259,1,6.85944773216327e-151,"****",0.01196447171294,NA,750
"260","Body size","Brachycera","Fixed effects","Area",-0.437775254836995,-1.52472019698045,1,0.128867988184888,"ns",0.01196447171294,NA,750
"261","Body size","Brachycera","Random effects","Coordinates",NA,2.69303239448245,1,0.346549886409461,"ns",0.01196447171294,NA,750
"262","Body size","Trichoptera","Fixed effects","(Intercept)",8.94066050257853,58.2421212900157,1,1.61412608942434e-95,"****",0.0324631467778903,NA,750
"263","Body size","Trichoptera","Fixed effects","Area",-0.124693989776665,-0.454147630029738,1,0.65047412786965,"ns",0.0324631467778903,NA,750
"264","Body size","Trichoptera","Random effects","Coordinates",NA,7.13215557389924,1,0.0310477532017892,"*",0.0324631467778903,NA,750
"265","Body size","Hymenoptera","Fixed effects","(Intercept)",12.382315668273,42.8635116931166,1,1.65663026123211e-80,"****",0.060019878694777,NA,750
"266","Body size","Hymenoptera","Fixed effects","Area",-0.505401467557835,-0.850908243927235,1,0.396326513002225,"ns",0.060019878694777,NA,750
"267","Body size","Hymenoptera","Random effects","Coordinates",NA,19.7747173479118,1,0.00034992684529872,"***",0.060019878694777,NA,750
"268","Body size","Coleoptera","Fixed effects","(Intercept)",12.4900163034704,50.6089361176112,1,6.56489765700899e-99,"****",0.00334266343241718,NA,750
"269","Body size","Coleoptera","Fixed effects","Area",-1.13412160415801,-1.98860191591521,1,0.0484888058882731,"*",0.00334266343241718,NA,750
"270","Body size","Coleoptera","Random effects","Coordinates",NA,0.839546490117601,1,0.789380109917053,"ns",0.00334266343241718,NA,750
"271","Body size","Hemiptera","Fixed effects","(Intercept)",12.5309787923006,91.9333437919375,1,9.24667071580861e-133,"****",0.0610844924386312,NA,750
"272","Body size","Hemiptera","Fixed effects","Area",-0.238710465640238,-0.885392674722772,1,0.377376792842462,"ns",0.0610844924386312,NA,750
"273","Body size","Hemiptera","Random effects","Coordinates",NA,14.098878230811,1,0.00461885115383531,"**",0.0610844924386312,NA,750
"274","Body size","Ephemeroptera","Fixed effects","(Intercept)",13.6598623210298,27.3751138692117,1,1.25167854482351e-30,"****",-0.0101591576177156,NA,1000
"275","Body size","Ephemeroptera","Fixed effects","Area",-0.606867926760557,-0.640671638115943,1,0.524832319661514,"ns",-0.0101591576177156,NA,1000
"276","Body size","Ephemeroptera","Random effects","Coordinates",NA,2.2317154383256,1,0.493080807838824,"ns",-0.0101591576177156,NA,1000
"277","Body size","Nematocera","Fixed effects","(Intercept)",11.5109319230557,98.0130046730123,1,1.6253543049623e-185,"****",0.0308894557447449,NA,1000
"278","Body size","Nematocera","Fixed effects","Area",0.342567280382335,1.73472537556716,1,0.0841692477718329,".",0.0308894557447449,NA,1000
"279","Body size","Nematocera","Random effects","Coordinates",NA,4.92677410186002,1,0.117227260889535,"ns",0.0308894557447449,NA,1000
"280","Body size","Brachycera","Fixed effects","(Intercept)",11.1168408478558,70.4655208763629,1,8.7970046541436e-146,"****",0.00963683002155624,NA,1000
"281","Body size","Brachycera","Fixed effects","Area",-0.394180120108373,-1.30300393084431,1,0.194033243437671,"ns",0.00963683002155624,NA,1000
"282","Body size","Brachycera","Random effects","Coordinates",NA,2.93389441738861,1,0.316677498960239,"ns",0.00963683002155624,NA,1000
"283","Body size","Trichoptera","Fixed effects","(Intercept)",8.94024872978824,56.3774174015036,1,9.74371171382048e-94,"****",0.0321425031241401,NA,1000
"284","Body size","Trichoptera","Fixed effects","Area",-0.122577271412988,-0.431482836091342,1,0.66682659232935,"ns",0.0321425031241401,NA,1000
"285","Body size","Trichoptera","Random effects","Coordinates",NA,7.12744338373046,1,0.0311168575461099,"*",0.0321425031241401,NA,1000
"286","Body size","Hymenoptera","Fixed effects","(Intercept)",12.3357879801807,37.9241561189186,1,7.10324658305726e-74,"****",0.0569365396710336,NA,1000
"287","Body size","Hymenoptera","Fixed effects","Area",-0.336490585390644,-0.496964570356927,1,0.620022074799514,"ns",0.0569365396710336,NA,1000
"288","Body size","Hymenoptera","Random effects","Coordinates",NA,17.3546046043739,1,0.000954546767196085,"***",0.0569365396710336,NA,1000
"289","Body size","Coleoptera","Fixed effects","(Intercept)",12.4407735439957,45.1551779417901,1,1.21467355931845e-91,"****",-0.00565439362829911,NA,1000
"290","Body size","Coleoptera","Fixed effects","Area",-0.96521357883696,-1.57290423759604,1,0.117761133200754,"ns",-0.00565439362829911,NA,1000
"291","Body size","Coleoptera","Random effects","Coordinates",NA,0.712452938558855,1,0.822506276686948,"ns",-0.00565439362829911,NA,1000
"292","Body size","Hemiptera","Fixed effects","(Intercept)",12.5446455633178,86.382634897325,1,7.65295930808672e-129,"****",0.0598514383384253,NA,1000
"293","Body size","Hemiptera","Fixed effects","Area",-0.264183837070279,-0.917469293511583,1,0.360384566181182,"ns",0.0598514383384253,NA,1000
"294","Body size","Hemiptera","Random effects","Coordinates",NA,14.0808917251112,1,0.00488214054761521,"**",0.0598514383384253,NA,1000
"295","Body size","Ephemeroptera","Fixed effects","(Intercept)",13.6419552291438,26.4854615500807,1,5.37555802396344e-30,"****",-0.0142719684816948,NA,1500
"296","Body size","Ephemeroptera","Fixed effects","Area",-0.583989619800162,-0.576733384177978,1,0.566857590022382,"ns",-0.0142719684816948,NA,1500
"297","Body size","Ephemeroptera","Random effects","Coordinates",NA,2.11579709074093,1,0.509249767066097,"ns",-0.0142719684816948,NA,1500
"298","Body size","Nematocera","Fixed effects","(Intercept)",11.5210953104364,95.4753996583761,1,5.16583314563883e-183,"****",0.0286713396533255,NA,1500
"299","Body size","Nematocera","Fixed effects","Area",0.32128577183162,1.56352653369259,1,0.119344975463281,"ns",0.0286713396533255,NA,1500
"300","Body size","Nematocera","Random effects","Coordinates",NA,5.15282377127199,1,0.108684301278983,"ns",0.0286713396533255,NA,1500
"301","Body size","Brachycera","Fixed effects","(Intercept)",11.1075176559629,66.9748691215787,1,1.97047323948996e-141,"****",0.00833891488056893,NA,1500
"302","Body size","Brachycera","Fixed effects","Area",-0.36822011698535,-1.15977135166734,1,0.247489313577375,"ns",0.00833891488056893,NA,1500
"303","Body size","Brachycera","Random effects","Coordinates",NA,3.12348391024322,1,0.295734431099471,"ns",0.00833891488056893,NA,1500
"304","Body size","Trichoptera","Fixed effects","(Intercept)",8.9301604123408,54.8116117492297,1,3.36127396382558e-92,"****",0.0315365029042741,NA,1500
"305","Body size","Trichoptera","Fixed effects","Area",-0.101491767720355,-0.345410866330933,1,0.730339532360392,"ns",0.0315365029042741,NA,1500
"306","Body size","Trichoptera","Random effects","Coordinates",NA,6.94815984974566,1,0.0338795055464287,"*",0.0315365029042741,NA,1500
"307","Body size","Hymenoptera","Fixed effects","(Intercept)",12.3268083206071,35.1400153355864,1,8.19600193047064e-70,"****",0.0565151757359376,NA,1500
"308","Body size","Hymenoptera","Fixed effects","Area",-0.304225211500919,-0.403017967546815,1,0.687572275380493,"ns",0.0565151757359376,NA,1500
"309","Body size","Hymenoptera","Random effects","Coordinates",NA,16.082447095153,1,0.00161568674659035,"**",0.0565151757359376,NA,1500
"310","Body size","Coleoptera","Fixed effects","(Intercept)",12.4841627969414,42.9323253926279,1,1.95132003967427e-88,"****",-0.00442065724385721,NA,1500
"311","Body size","Coleoptera","Fixed effects","Area",-1.06134960332406,-1.62674146818463,1,0.105805587756045,"ns",-0.00442065724385721,NA,1500
"312","Body size","Coleoptera","Random effects","Coordinates",NA,0.987054976928908,1,0.760898426290789,"ns",-0.00442065724385721,NA,1500
"313","Body size","Hemiptera","Fixed effects","(Intercept)",12.5203465012974,82.2816267547946,1,8.61121890017784e-126,"****",0.0567779419345105,NA,1500
"314","Body size","Hemiptera","Fixed effects","Area",-0.203168897864232,-0.680596041150659,1,0.497186768005717,"ns",0.0567779419345105,NA,1500
"315","Body size","Hemiptera","Random effects","Coordinates",NA,13.7554828232356,1,0.00576951700739192,"**",0.0567779419345105,NA,1500
"316","Body size","Ephemeroptera","Fixed effects","(Intercept)",13.6585685107589,26.0840777447236,1,1.0508926525644e-29,"****",-0.0140840525014352,NA,2000
"317","Body size","Ephemeroptera","Fixed effects","Area",-0.625526227676176,-0.598302001489777,1,0.552495815012714,"ns",-0.0140840525014352,NA,2000
"318","Body size","Ephemeroptera","Random effects","Coordinates",NA,2.09061626736515,1,0.513134971468573,"ns",-0.0140840525014352,NA,2000
"319","Body size","Nematocera","Fixed effects","(Intercept)",11.502733449036,91.3208543544555,1,8.13676523736556e-179,"****",0.0294025132563944,NA,2000
"320","Body size","Nematocera","Fixed effects","Area",0.355417784447478,1.64989290712554,1,0.100370758858554,"ns",0.0294025132563944,NA,2000
"321","Body size","Nematocera","Random effects","Coordinates",NA,5.00578439674718,1,0.114360812068167,"ns",0.0294025132563944,NA,2000
"322","Body size","Brachycera","Fixed effects","(Intercept)",11.1296954229477,64.2359472494106,1,7.00556812297056e-138,"****",0.00883610438056381,NA,2000
"323","Body size","Brachycera","Fixed effects","Area",-0.411624301129571,-1.23549181055585,1,0.218059810009293,"ns",0.00883610438056381,NA,2000
"324","Body size","Brachycera","Random effects","Coordinates",NA,3.05193075323378,1,0.302745332243778,"ns",0.00883610438056381,NA,2000
"325","Body size","Trichoptera","Fixed effects","(Intercept)",8.92050015861801,52.7752684634313,1,3.8706789639791e-90,"****",0.0312961155395738,NA,2000
"326","Body size","Trichoptera","Fixed effects","Area",-0.0804913959334016,-0.264211622480191,1,0.792032065398807,"ns",0.0312961155395738,NA,2000
"327","Body size","Trichoptera","Random effects","Coordinates",NA,6.76182511270398,1,0.0370161319232651,"*",0.0312961155395738,NA,2000
"328","Body size","Hymenoptera","Fixed effects","(Intercept)",12.3480740768029,34.2340580908159,1,1.95799219575059e-68,"****",0.0571630735568209,NA,2000
"329","Body size","Hymenoptera","Fixed effects","Area",-0.364853581627761,-0.455886401697356,1,0.649203842573973,"ns",0.0571630735568209,NA,2000
"330","Body size","Hymenoptera","Random effects","Coordinates",NA,16.1824030394858,1,0.00154628100616105,"**",0.0571630735568209,NA,2000
"331","Body size","Coleoptera","Fixed effects","(Intercept)",12.6525562562047,43.1498855423482,1,9.96372604902756e-89,"****",0.00912809703818207,NA,2000
"332","Body size","Coleoptera","Fixed effects","Area",-1.48386445056447,-2.16588083093383,1,0.0318362622595629,"*",0.00912809703818207,NA,2000
"333","Body size","Coleoptera","Random effects","Coordinates",NA,1.55972088053448,1,0.632869148891624,"ns",0.00912809703818207,NA,2000
"334","Body size","Hemiptera","Fixed effects","(Intercept)",12.4989956913627,78.564862882665,1,7.22528460864113e-123,"****",0.0561710678409456,NA,2000
"335","Body size","Hemiptera","Fixed effects","Area",-0.15220448560495,-0.490937058599958,1,0.624195650323504,"ns",0.0561710678409456,NA,2000
"336","Body size","Hemiptera","Random effects","Coordinates",NA,13.6460793383482,1,0.00637065448986213,"**",0.0561710678409456,NA,2000
"337","Body size","Ephemeroptera","Fixed effects","(Intercept)",13.659916258459,24.8799088417085,1,8.40049740954207e-29,"****",-0.0165129112991944,NA,2500
"338","Body size","Ephemeroptera","Fixed effects","Area",-0.616382174120292,-0.566553195109847,1,0.57369887261645,"ns",-0.0165129112991944,NA,2500
"339","Body size","Ephemeroptera","Random effects","Coordinates",NA,2.06052810806118,1,0.522113322362211,"ns",-0.0165129112991944,NA,2500
"340","Body size","Nematocera","Fixed effects","(Intercept)",11.4835673483985,86.2624392135531,1,1.85735060762397e-173,"****",0.0296839031223538,NA,2500
"341","Body size","Nematocera","Fixed effects","Area",0.387994829024653,1.70411508678186,1,0.0897504434366679,".",0.0296839031223538,NA,2500
"342","Body size","Nematocera","Random effects","Coordinates",NA,4.84166837660474,1,0.119705882156868,"ns",0.0296839031223538,NA,2500
"343","Body size","Brachycera","Fixed effects","(Intercept)",11.1291607918751,60.634545251288,1,5.32477142441312e-133,"****",0.00811111654028407,NA,2500
"344","Body size","Brachycera","Fixed effects","Area",-0.400353277531231,-1.14547252353152,1,0.253347245174038,"ns",0.00811111654028407,NA,2500
"345","Body size","Brachycera","Random effects","Coordinates",NA,2.93016059720292,1,0.314641865122094,"ns",0.00811111654028407,NA,2500
"346","Body size","Trichoptera","Fixed effects","(Intercept)",8.89024958368886,49.7144073011971,1,6.70628315907091e-87,"****",0.0313342005011399,NA,2500
"347","Body size","Trichoptera","Fixed effects","Area",-0.0176528909385703,-0.0555613303603612,1,0.955775921488971,"ns",0.0313342005011399,NA,2500
"348","Body size","Trichoptera","Random effects","Coordinates",NA,6.3728517708389,1,0.0445481161966796,"*",0.0313342005011399,NA,2500
"349","Body size","Hymenoptera","Fixed effects","(Intercept)",12.2665808510609,30.3000148519446,1,4.28140838091771e-62,"****",0.0544048154881689,NA,2500
"350","Body size","Hymenoptera","Fixed effects","Area",-0.123503878219487,-0.14055759073876,1,0.88842886993819,"ns",0.0544048154881689,NA,2500
"351","Body size","Hymenoptera","Random effects","Coordinates",NA,14.4049424475119,1,0.00326672051739763,"**",0.0544048154881689,NA,2500
"352","Body size","Coleoptera","Fixed effects","(Intercept)",12.7649788530469,42.9161093854982,1,2.1756559723927e-88,"****",0.0184914068826066,NA,2500
"353","Body size","Coleoptera","Fixed effects","Area",-1.73806175764803,-2.48390815676842,1,0.0140498236420259,"*",0.0184914068826066,NA,2500
"354","Body size","Coleoptera","Random effects","Coordinates",NA,1.7621448906418,1,0.587722794945085,"ns",0.0184914068826066,NA,2500
"355","Body size","Hemiptera","Fixed effects","(Intercept)",12.470274515547,74.9907884286946,1,6.29315959532468e-120,"****",0.0556647391392584,NA,2500
"356","Body size","Hemiptera","Fixed effects","Area",-0.0867404469973708,-0.270369768819033,1,0.787251218425388,"ns",0.0556647391392584,NA,2500
"357","Body size","Hemiptera","Random effects","Coordinates",NA,13.4107922941674,1,0.00710601079496959,"**",0.0556647391392584,NA,2500
"358","Body size","Ephemeroptera","Fixed effects","(Intercept)",13.659018443061,23.124062791226,1,2.04363901010244e-27,"****",-0.0176986596853552,NA,3000
"359","Body size","Ephemeroptera","Fixed effects","Area",-0.592114337747205,-0.516746178119942,1,0.607742787364022,"ns",-0.0176986596853552,NA,3000
"360","Body size","Ephemeroptera","Random effects","Coordinates",NA,1.98544461134937,1,0.541557804025349,"ns",-0.0176986596853552,NA,3000
"361","Body size","Nematocera","Fixed effects","(Intercept)",11.4426341513237,80.5020284490284,1,5.34198560603213e-167,"****",0.0317630373777379,NA,3000
"362","Body size","Nematocera","Fixed effects","Area",0.461657630816357,1.90330909958807,1,0.0582857280902497,".",0.0317630373777379,NA,3000
"363","Body size","Nematocera","Random effects","Coordinates",NA,4.63034247393222,1,0.124174084533789,"ns",0.0317630373777379,NA,3000
"364","Body size","Brachycera","Fixed effects","(Intercept)",11.1571310370878,56.9833064296529,1,8.7733104845058e-128,"****",0.00846749929074564,NA,3000
"365","Body size","Brachycera","Fixed effects","Area",-0.449975318406303,-1.20884395279212,1,0.228113299935424,"ns",0.00846749929074564,NA,3000
"366","Body size","Brachycera","Random effects","Coordinates",NA,2.75798798698593,1,0.329265295480911,"ns",0.00846749929074564,NA,3000
"367","Body size","Trichoptera","Fixed effects","(Intercept)",8.85331241410779,46.4789527872168,1,2.82528978025687e-83,"****",0.0319486245846377,NA,3000
"368","Body size","Trichoptera","Fixed effects","Area",0.0549503658225433,0.165011842656947,1,0.869189022643942,"ns",0.0319486245846377,NA,3000
"369","Body size","Trichoptera","Random effects","Coordinates",NA,6.10811107605253,1,0.0505436612545723,".",0.0319486245846377,NA,3000
"370","Body size","Hymenoptera","Fixed effects","(Intercept)",12.2337118284799,27.5961785603608,1,2.27450018061427e-57,"****",0.0537350571517701,NA,3000
"371","Body size","Hymenoptera","Fixed effects","Area",-0.0320585292240515,-0.0334670574813104,1,0.97335154611587,"ns",0.0537350571517701,NA,3000
"372","Body size","Hymenoptera","Random effects","Coordinates",NA,14.0895377510318,1,0.00372047027087552,"**",0.0537350571517701,NA,3000
"373","Body size","Coleoptera","Fixed effects","(Intercept)",12.8782974843038,41.0078940461765,1,1.45697563814894e-85,"****",0.0256151785571369,NA,3000
"374","Body size","Coleoptera","Fixed effects","Area",-1.97409656104548,-2.67695667955826,1,0.00822225615332727,"**",0.0256151785571369,NA,3000
"375","Body size","Coleoptera","Random effects","Coordinates",NA,1.69024320271228,1,0.595431925604259,"ns",0.0256151785571369,NA,3000
"376","Body size","Hemiptera","Fixed effects","(Intercept)",12.4460078709901,71.0990695594255,1,1.39778227170965e-116,"****",0.0554616369215722,NA,3000
"377","Body size","Hemiptera","Fixed effects","Area",-0.0332857969751088,-0.0990219174968142,1,0.921254425084366,"ns",0.0554616369215722,NA,3000
"378","Body size","Hemiptera","Random effects","Coordinates",NA,13.2631045622586,1,0.00776908324534537,"**",0.0554616369215722,NA,3000
