,xmin,ymin,xmax,ymax,conf,class
0,1671.8938369750977,2800.0,2094.2296447753906,2916.315933227539,0.8554978966712952,Araneae
1,2720.75537109375,809.7020263671875,4579.61328125,2945.586181640625,0.6064809560775757,Araneae
2,2418.307861328125,2276.2490234375,3070.006591796875,3375.97265625,0.1886827051639557,Araneae
3,800.0,969.2513885498047,1184.6525573730469,1300.0,0.07917878776788712,Araneae
4,126.43052673339844,1483.8140869140625,965.0808715820312,3335.4931640625,0.06908302754163742,Araneae
5,4136.782081604004,421.654541015625,4608.0,2776.72216796875,0.007968747057020664,Araneae
6,2045.1405029296875,2921.407554626465,4608.0,3456.0,0.0026207217015326023,Araneae
7,3200.0,2400.2363860607147,3691.3715209960938,2472.1912536621094,0.0019522160291671753,Araneae
8,4000.0,800.0,4530.629058837891,924.0959548950195,0.0012015736429020762,Araneae
9,2800.0,2956.0,3158.3585205078125,3068.794090270996,0.001093015423975885,Araneae
10,48.206424713134766,2000.0,417.665283203125,2098.993751525879,0.0009367932216264307,Araneae
11,1200.504493713379,1185.3585205078125,1405.416015625,1300.0,0.0007586215506307781,Araneae
12,4002.70166015625,0.0,4240.860870361328,158.3291473388672,0.0006037568673491478,Araneae
13,4000.350046157837,1138.9530334472656,4427.816864013672,1622.0574340820312,0.0005628853105008602,Araneae
14,4000.0,732.7376708984375,4336.727478027344,900.0,0.0005608430947177112,Araneae
15,487.09156799316406,2459.1309204101562,563.9456481933594,2534.401580810547,0.0005527936737053096,Araneae
16,137.5813446044922,1131.5564270019531,261.7425842285156,1284.406982421875,0.0005456628859974444,Araneae
17,4000.0,1600.0,4376.302490234375,1685.6312637329102,0.0005058074602857232,Araneae
18,4000.0,2400.0,4512.117736816406,2535.665817260742,0.0003596826281864196,Araneae
19,425.2699890136719,189.42340087890625,3019.695068359375,665.0599365234375,0.0003458379360381514,Araneae
20,400.0,2800.0,896.6042175292969,2890.672721862793,0.0003145290829706937,Araneae
21,0.0,800.0,495.4209289550781,904.6195755004883,0.00030098858405835927,Araneae
22,4000.0,2956.0,4601.793487548828,3133.1185150146484,0.00027387202135287225,Araneae
23,3186.564208984375,229.64183044433594,4143.05078125,557.0513916015625,0.0002714016300160438,Araneae
24,1714.1264343261719,2872.429931640625,2087.733612060547,2900.0,0.00027062438311986625,Araneae
25,3200.0,2000.0,3562.0910034179688,2132.247024536133,0.000264194532064721,Araneae
26,4561.059143066406,2217.3439025878906,4608.0,2495.8316345214844,0.00026396289467811584,Araneae
27,4108.0,694.3438110351562,4266.794281005859,900.0,0.00021958103752695024,Araneae
28,0.0,2400.1049399375916,500.0,2528.0530700683594,0.00021313289471436292,Araneae
29,841.4666519165039,1258.1448059082031,1300.0,1300.0,0.00018696927872952074,Araneae
30,302.0677795410156,230.07968139648438,2228.353515625,870.2594604492188,0.0001869552070274949,Araneae
31,4108.0,1138.8737182617188,4200.244323730469,1401.4927368164062,0.00018004841695073992,Araneae
32,134.3206024169922,2831.395751953125,1997.6268310546875,3449.2314453125,0.00017420563381165266,Araneae
33,800.0,2800.0,1297.5700988769531,2963.5199127197266,0.0001668090553721413,Araneae
34,400.0,800.000336766243,766.8723449707031,837.8433723449707,0.00015303325199056417,Araneae
35,3268.341049194336,2473.81591796875,3614.8248596191406,2499.9385986328125,0.00014321246999315917,Araneae
36,84.29498291015625,2074.2571716308594,477.80938720703125,2100.0,0.00013954928726889193,Araneae
37,4187.8132400512695,2000.0776827335358,4608.0,2092.271011352539,0.00013868967653252184,Araneae
38,2943.9636993408203,1022.9016265869141,3007.4181060791016,1142.4790954589844,0.0001346036879112944,Araneae
39,2000,1674.6179504394531,2381.1971130371094,1700.0,0.0001331142702838406,Araneae
40,417.4480667114258,473.9875793457031,799.1107788085938,500.0,0.00011915202048840001,Araneae
41,309.4134216308594,2400.0,500.0,2564.083038330078,0.00011775963503168896,Araneae
42,2633.0938415527344,750.3780517578125,2675.8275451660156,815.32373046875,0.00011429227015469223,Araneae
43,4097.779426574707,400.1968652009964,4608.0,484.30054473876953,0.00011281952902209014,Araneae
44,4286.876770019531,0.0,4608.0,138.73733520507812,0.00010973677854053676,Araneae
45,400.0,400.2299427986145,894.8291625976562,465.0591278076172,0.00010858500172616914,Araneae
46,4108.067120790482,2353.420654296875,4227.881523132324,2572.603775024414,0.00010625089635141194,Araneae
47,4191.617202758789,1339.9119415283203,4279.992004394531,1421.0171203613281,0.00010337175626773387,Araneae
48,2697.8338623046875,2578.3373107910156,2798.2893981933594,2640.1891174316406,0.00010072965960716829,Araneae
49,4093.8137969970703,2800.0,4604.380798339844,2904.7561645507812,9.63501661317423e-05,Araneae
50,1200,400.2363443374634,1518.0687561035156,454.0107841491699,9.188649710267782e-05,Araneae
51,3600.0,800.0340282917023,4100.0,862.4390487670898,9.006989421322942e-05,Araneae
52,2034.6303939819336,2800.11103451252,2496.200653076172,2838.1780433654785,8.331747812917456e-05,Araneae
53,4000,2473.7942810058594,4377.7197265625,2500.0,8.089231414487585e-05,Araneae
54,400,294.0516052246094,485.93666076660156,500.0,7.589093002025038e-05,Araneae
55,877.586540222168,1200.0,1300.0,1279.6869049072266,6.88856016495265e-05,Araneae
56,0.0,2800.0457763671875,393.452880859375,2853.4199600219727,6.301652319962159e-05,Araneae
57,2718.3492736816406,2670.8085021972656,2782.7415466308594,2730.90869140625,6.069103255867958e-05,Araneae
58,2000.0,2.034759521484375,2100.0,374.6086730957031,5.96097634115722e-05,Araneae
