"","Trap","X","Y","Area0100","Area0250","Area0500","Area0750","Area1000","Area1500","Area2000","Area2500","Area3000"
"148","FI20A03",-59.692575,-1.774968,0.636363636363636,0.202764976958525,0.123147092360319,0.23582995951417,0.339127956682816,0.357857414207927,0.353497971674614,0.340454607570719,0.353296633763604
"149","FI20A04",-59.692339,-1.774124,0.78125,0.162037037037037,0.100227790432802,0.212121212121212,0.321093082835184,0.347187024835276,0.35723941657773,0.34584377135049,0.356745303902346
"150","FI23A01",-59.684056,-1.834422,1,0.73394495412844,0.523809523809524,0.50379746835443,0.466096866096866,0.475955454315363,0.496976165065813,0.480870832574239,0.424124513618677
"151","FI23A02",-59.683525,-1.834469,1,0.719626168224299,0.469852104664391,0.482079757698132,0.441628701594533,0.469411019632679,0.484988616960728,0.474676625979231,0.416255534471853
"152","FI23A03",-59.682778,-1.834339,1,0.709090909090909,0.412571428571429,0.46056622851365,0.415099715099715,0.453741152679474,0.466505303623549,0.465019825896723,0.407298485279701
"153","FI23A04",-59.682154,-1.834373,0.833333333333333,0.565610859728507,0.362599771949829,0.436676798378926,0.396296296296296,0.445778564206269,0.453937063932792,0.455543909219341,0.400689480675565
"154","FI24A01",-59.525672,-1.734606,1,0.981900452488688,0.941847206385405,0.857431749241658,0.725490196078431,0.689620253164557,0.713573919851947,0.719914366402478,0.72524204265013
"155","FI24A02",-59.526775,-1.733815,1,1,0.929061784897025,0.823737373737374,0.696469248291572,0.67370417193426,0.7106555626735,0.717820203216841,0.72549826004429
"156","FI24A03",-59.527763,-1.733297,1,0.995454545454545,0.937286202964652,0.773623041940374,0.678622260176487,0.661565701277349,0.707209451284606,0.716634781816526,0.72432996867386
"157","FI24A04",-59.528764,-1.732736,1,0.995475113122172,0.948630136986301,0.706983805668016,0.658119658119658,0.653345137220185,0.702831531018782,0.715848488992206,0.718794472028083
