"","Trap","X","Y","Area0100","Area0150","Area0200","Area0250","Area0300","Area0350","Area0400","Area0450","Area0500","Area0550","Area0600","Area0650","Area0700","Area0750","Area0800","Area0850","Area0900","Area0950","Area1000","Area1100","Area1200","Area1300","Area1400","Area1500","Area1600","Area1700","Area1800","Area1900","Area2000","Area2100","Area2200","Area2300","Area2400","Area2500","Area2600","Area2700","Area2800","Area2900","Area3000","Area3100","Area3200","Area3300","Area3400","Area3500","Area3600","Area3700","Area3800","Area3900","Area4000","Area4100","Area4200","Area4300","Area4400","Area4500","Area4600","Area4700","Area4800","Area4900","Area5000","Area5100","Area5200","Area5300","Area5400","Area5500","Area5600","Area5700","Area5800","Area5900","Area6000","Area6100","Area6200","Area6300","Area6400","Area6500","Area6600","Area6700","Area6800","Area6900","Area7000","Area7100","Area7200","Area7300","Area7400","Area7500","Area7600","Area7700","Area7800","Area7900","Area8000","Area8100","Area8200","Area8300","Area8400","Area8500","Area8600","Area8700","Area8800","Area8900","Area9000","Area9100","Area9200","Area9300","Area9400","Area9500","Area9600","Area9700","Area9800","Area9900","Area10000"
"1","AI01A01",-59.825783,-1.494902,0.388888888888889,0.3875,0.371428571428571,0.359090909090909,0.315457413249211,0.274418604651163,0.24866785079929,0.240168539325843,0.232690124858116,0.225563909774436,0.221694378463975,0.2092866756393,0.202553685432385,0.201417004048583,0.203465126610395,0.204643841007477,0.207029876977153,0.206309148264984,0.204719931760023,0.195104730524829,0.193121170191737,0.190797235799764,0.181184668989547,0.16896595367675,0.152862701500834,0.142688214426488,0.133491519465682,0.132234663302318,0.13644128113879,0.141371738568845,0.149065035869693,0.157713424480568,0.167548065042258,0.181267644112558,0.196832483888631,0.210361925584664,0.223113789848232,0.234646895524409,0.242715682242399,0.251451249851913,0.261630008619971,0.273445057387121,0.285577088822675,0.295990703079605,0.30854055003954,0.320170513620295,0.328805205047319,0.338449156824945,0.348291016493781,0.357891706044747,0.367422347720855,0.377203923561386,0.385373314313446,0.390139320408823,0.394268415741675,0.399561742717195,0.405011676613411,0.411356683819868,0.417908918017105,0.423359821369935,0.426861366124821,0.429806425458599,0.432746196957566,0.434800203278812,0.4375,0.440847871995514,0.443461776081382,0.445926495363025,0.448331224296109,0.449784232111159,0.451980832327302,0.45449785167598,0.456431679479516,0.457408530422478,0.458333333333333,0.459802771347941,0.461142990838341,0.463352648165091,0.465490294054418,0.466909522195866,0.467495949693824,0.467957347693228,0.468539103850593,0.469312142531761,0.46954588695725,0.470165666266507,0.47055217594759,0.470790017470795,0.470828977512845,0.471172996732636,0.471528433460495,0.472030515170801,0.472982351374688,0.474121388125983,0.47531555668472,0.476318184895696,0.477678226758187,0.479528863745008,0.480714752669427,0.481360640576491,0.481814237133064,0.482440692694841,0.48348670558971,0.484635985956146,0.485794427745736,0.487226426455504,0.488386915084412,0.490162815354897,0.492715827594159
"2","AI01A02",-59.82583,-1.494748,0.285714285714286,0.308641975308642,0.326241134751773,0.330275229357798,0.297805642633229,0.26046511627907,0.239285714285714,0.220196353436185,0.219817767653759,0.218250235183443,0.210110584518167,0.204040404040404,0.196511627906977,0.193825910931174,0.194839857651246,0.198343848580442,0.199157007376185,0.199747952110901,0.19937250427838,0.19181946403385,0.190108803165183,0.187868576242628,0.178939724037763,0.167847204654693,0.153306613226453,0.14327917282127,0.134059562505491,0.132465483234714,0.136806890170119,0.141760227126081,0.149573403942336,0.158738699956952,0.168840794544916,0.182820185826198,0.198416041789536,0.211747246739046,0.224474229050888,0.235935278586419,0.24426659918388,0.252584802251518,0.262636934882945,0.274664087415695,0.286836789989655,0.297599405080059,0.309765419082762,0.321000748689793,0.32996194869975,0.339759306743529,0.349635166399715,0.358911394120038,0.36853656962107,0.378278076348573,0.386355280380017,0.390929666961888,0.395519375672766,0.400819735519295,0.406071613907628,0.412197898631502,0.418774413228411,0.424354526251272,0.428026953042746,0.430980662423481,0.433609310317894,0.435590444456994,0.438431650235125,0.441843754107698,0.444331598324235,0.44667626275844,0.449163734134672,0.450764039269399,0.453101277541196,0.455547027980806,0.457533103951621,0.45849112545653,0.45926003385466,0.460687555499176,0.462109644370013,0.464205415231535,0.466436967270741,0.467804517138355,0.468273449641137,0.468766362130683,0.469447809382197,0.470067820629618,0.470327579578277,0.470955721701216,0.471349024378831,0.471611178526135,0.471512708961664,0.471916791779847,0.47230655234466,0.47269669004451,0.473537896669289,0.4747455242614,0.475954931616003,0.476958664008726,0.478198529411765,0.479979728126865,0.481098122465047,0.48167987485173,0.482165322282247,0.482827857251009,0.4839654466895,0.485053061945563,0.486317005588111,0.487637715935258,0.488775519278598,0.490482677689119,0.493068901017244
"3","AI01A03",-59.825973,-1.49433,0.0555555555555556,0.166666666666667,0.192857142857143,0.222727272727273,0.243670886075949,0.226635514018692,0.205673758865248,0.193502824858757,0.180571428571429,0.18515037593985,0.185273159144893,0.183659689399055,0.179918746372606,0.175963488843813,0.17482206405694,0.17688679245283,0.180154820548909,0.182707478699905,0.183110605629798,0.182588235294118,0.182447123937537,0.180441003198115,0.172523961661342,0.163459103570524,0.153572619179909,0.144546260715341,0.135928301555224,0.133412228796844,0.136706518645033,0.14176888315042,0.151335137042701,0.161526454599279,0.172309821560971,0.186828201858262,0.202130795468901,0.215181466578115,0.227505353707669,0.239455690203778,0.24819643083154,0.255924170616114,0.265261870343601,0.277652842424559,0.290320197044335,0.301900822605382,0.312870765039329,0.323378946054985,0.333569893744948,0.343641196510801,0.353110711807718,0.3624646444117,0.371380612673101,0.380976570918383,0.388955882352941,0.393211664463879,0.398479956954533,0.404183474887551,0.409025752557956,0.414825002371242,0.421053830298475,0.426819923371648,0.431377916280637,0.434015425623562,0.435721678676743,0.437935253152644,0.440884329035773,0.444373367917419,0.446888275815378,0.44866929481622,0.451138880101234,0.45335893689131,0.455997807667239,0.458478886171106,0.460538113475079,0.461151801416337,0.461835603545191,0.46327525955617,0.464581909529175,0.466645139686184,0.468933020358836,0.470137747581369,0.470628940489005,0.47114788777538,0.471654951545148,0.472129006787433,0.47253505507775,0.473150704664954,0.473427306507923,0.473634754684621,0.47364160049821,0.47390415684845,0.47431039227724,0.474575290612383,0.475240093616334,0.476400819607534,0.477788085129314,0.478820843254304,0.4798317721277,0.481112884211737,0.482143861425117,0.482594436270128,0.483228610255237,0.483937547525701,0.48520338300443,0.486376928633844,0.487551322411327,0.488850159456336,0.489907897896207,0.491408934707904,0.494082747586552
"4","AI01A04",-59.826457,-1.4932,0,0,0,0.0226244343891403,0.0605095541401274,0.0866510538641686,0.1113074204947,0.119718309859155,0.120274914089347,0.117481203007519,0.114173228346457,0.116970926301555,0.122603137710633,0.129292929292929,0.133777777777778,0.131360946745562,0.131578947368421,0.134196400378907,0.137862421830586,0.146961846443712,0.158040300276571,0.158585858585859,0.152290909090909,0.147188881869867,0.146450033385266,0.146137169885692,0.140635980323261,0.13695497910589,0.138220640569395,0.146637408028914,0.155339805825243,0.166792249730893,0.182793042103182,0.197939929811768,0.211536842105263,0.222508691745771,0.235480004358723,0.248019500304692,0.25682939167826,0.264856694033611,0.276780254600033,0.287458495646945,0.30063540537878,0.311628555493586,0.321433279142317,0.33331947101389,0.344965596104178,0.354638866533156,0.363087929101489,0.371987875298461,0.379600335743802,0.387637595258256,0.39468459060758,0.400840856042071,0.406326099533144,0.411961845836556,0.417059034342985,0.421690461509273,0.427209675766169,0.433297209724913,0.438651533974858,0.441490386077297,0.442569183464298,0.444522875078823,0.447763091001525,0.450633022298156,0.452908270778501,0.454359561590054,0.456656677235959,0.460374904361132,0.463884691731105,0.465997274618088,0.467623198681988,0.468622179095828,0.469483782847657,0.470239039023802,0.471396994082986,0.473081568468005,0.474785155228616,0.476003840289151,0.476758490400246,0.477204361973253,0.47740895739648,0.477894246683504,0.478611497244486,0.47872202509279,0.478811417875526,0.479012221771085,0.479327263103112,0.479369074222733,0.479507329093665,0.479819497419326,0.480222888430702,0.481186238311589,0.482374496716629,0.483708613257299,0.484397747158214,0.484455753707258,0.484810033146219,0.485509189545989,0.486153763357675,0.487239666483428,0.488315445907587,0.489922553983501,0.491217556237914,0.492149844328191,0.493209772236106,0.494845450663599,0.497039230199852
"5","AI01A05",-59.827104,-1.490637,0,0,0,0,0,0,0,0,0.00113507377979569,0.00752587017873942,0.019047619047619,0.0322147651006711,0.0424912689173458,0.0486322188449848,0.0515097690941385,0.0536912751677852,0.055614220344949,0.0614173228346457,0.0691716481639624,0.0830197554092192,0.092797783933518,0.104261411487283,0.112015109690542,0.117029352226721,0.123554270462633,0.13203271258252,0.141299569155016,0.153985507246377,0.164625462831102,0.172494021844503,0.180631504674546,0.192307692307692,0.205668496809616,0.218650396138785,0.23021219265746,0.240990199523642,0.251062130070082,0.262653620882283,0.278016696180116,0.291354441252258,0.301566107541239,0.311307438967013,0.321965872996331,0.334162501452982,0.34782035507119,0.359829504106456,0.370410537524155,0.378511932615817,0.384808369808904,0.390851510635415,0.397298300543891,0.402990360629485,0.40975,0.415577296112001,0.420616448492513,0.425761715729236,0.431521067589275,0.43737772560737,0.442302436802551,0.446391820291632,0.451244420112861,0.455710955710956,0.459384245832967,0.462225526828488,0.463807578851827,0.465842864028745,0.468448491824368,0.47059593225329,0.47267435422895,0.475192226770208,0.477944008295067,0.481068866571019,0.48405974381607,0.48587871395551,0.486665969462456,0.487187454422088,0.487464289232588,0.48738666539078,0.487826981056447,0.488662227568719,0.489806566416591,0.490846443548172,0.491829785021706,0.492005000987037,0.492215185194312,0.492311829506055,0.491937747997305,0.491955533051423,0.492205920297527,0.492575589266498,0.492847012002794,0.492876656843741,0.493132777069447,0.493730938664859,0.494150797408566,0.494207216153592,0.494251986162121,0.49401201909253,0.493856146665167,0.49365326035385,0.493846469498064,0.494456916017669,0.495258624856212,0.496257085984498,0.497853109438905,0.499633863676251,0.501473273572377,0.503015233026969,0.504330224454238
"6","AI01A06",-59.828226,-1.486401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000284819139846198,0.00800188279595199,0.0193752471332542,0.0288169868554095,0.041115792532326,0.0629901340753858,0.0894526034712951,0.118081544219027,0.143220934316825,0.16479962133165,0.185978647686833,0.206620636252178,0.22169922334667,0.234176533907427,0.246058808994317,0.255192202586992,0.265767853381083,0.275868801249512,0.285491136297588,0.29672636175903,0.311228525326668,0.327901395514207,0.345048100984263,0.359182179460364,0.369900472999606,0.379058686809994,0.387821005689682,0.396988164818936,0.40658148980638,0.414985213192079,0.422027654690086,0.427136614613326,0.430404053443491,0.433501177992332,0.436377806861462,0.43907444894287,0.44180727106375,0.445388114907273,0.450409598062595,0.45591234644026,0.461448225593367,0.466972406772982,0.472134185505354,0.477812690046625,0.482787909555981,0.486601722433997,0.489899861094719,0.492757179287198,0.494579246257099,0.496773349255294,0.499145893964317,0.501258751960822,0.503243963857206,0.504690996729213,0.506182965738237,0.507813394968969,0.508499055660482,0.509869088694946,0.511258335231786,0.512113747249593,0.512035557621358,0.512193468954378,0.512301473980186,0.51206103444407,0.512165576617138,0.513037624884858,0.514205301603888,0.514847396423564,0.515327633727813,0.51562236262859,0.515536377588469,0.515475906359159,0.515274819729605,0.514531087269181,0.514047425949911,0.513772964793228,0.513865471818679,0.513951161531054,0.513472277879288,0.512709640780119,0.512034557174691,0.511598483103381,0.511202602111693,0.510768491423719,0.510444154463293,0.510620108330468,0.511259800196467,0.511956669742954,0.513109879913796,0.514533861995846,0.515819442269641
"7","AI01A07",-59.82964,-1.47755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00266903914590747,0.00906225374310481,0.0154548647699333,0.020826759230041,0.0253705815279361,0.0433145009416196,0.0619940769990128,0.0748987854251012,0.0935366739288308,0.118397776093,0.14239626209812,0.169984233346472,0.196416022487702,0.215052066898075,0.227916577692362,0.242383165504777,0.263873359618666,0.286429186396901,0.309570891833103,0.331707539429301,0.351029343661853,0.36434623042986,0.378355796127439,0.392181418175664,0.405585779352227,0.417627359748689,0.426959108220054,0.435192931088571,0.442586206896552,0.447308478988472,0.4518354166209,0.457500571927708,0.462327011788826,0.465367479126886,0.470121365270314,0.475275190516511,0.479946416178441,0.485056126141385,0.490442863024172,0.494826665167149,0.49872845436564,0.502384635215262,0.505047634346155,0.507796103726715,0.511361436039956,0.515045700837393,0.519487902971089,0.522729345942166,0.525731525145719,0.528685978880795,0.531972258029376,0.534953208790438,0.536879972913493,0.539212078088836,0.541556295318146,0.542824348624555,0.544420990260341,0.546731116784761,0.548930195053456,0.551023983934336,0.552732358284646,0.554300536536486,0.555726582029086,0.556517631300417,0.556824190446308,0.556882676831851,0.557658830183913,0.558414635449504,0.559185455906588,0.560254470182755,0.561480480939399,0.562282125399737,0.562452623599764,0.561795753765864,0.560657283678226,0.559797795712922,0.559868398766979,0.560176709549176,0.56029439060016,0.55989140029002,0.5588779866273,0.557551250705285,0.556517551212482,0.555697722061287,0.555011563253457,0.55387133039272,0.552923329453949,0.552145704476403,0.551426592128369,0.549980283600688,0.54789176165323,0.545509833585477,0.54309879698089,0.541012368486792,0.539264168723612
"8","AI02A01",-59.677537,-1.761405,0.457142857142857,0.4625,0.414285714285714,0.377272727272727,0.363924050632911,0.353488372093023,0.316725978647687,0.280281690140845,0.263097949886105,0.256820319849483,0.24405705229794,0.226567768037761,0.2031340684852,0.180668016194332,0.16154873164219,0.146014206787687,0.139649122807018,0.138039710053577,0.138865126889079,0.146650998824912,0.152311339391545,0.153573836817262,0.156013945380593,0.157774968394437,0.165961709706144,0.184638109305761,0.195220523633808,0.19689200915043,0.196340855698726,0.200219453946944,0.209476162448499,0.219141949722775,0.223386379361471,0.223816682611271,0.224738969349949,0.227288698028499,0.233063315049584,0.239248858061242,0.248442293702755,0.255629963257082,0.259743147828988,0.261849363415336,0.262370994359467,0.263814658177255,0.267065052617703,0.270598511001123,0.271761203446304,0.271808500683124,0.270834445571512,0.270567315834039,0.271367245497386,0.272076262050698,0.273761910363487,0.274815491670767,0.274330924797158,0.275011921178457,0.276528443631691,0.278408821437041,0.280275161440953,0.281287625051991,0.280567283294202,0.279249146065821,0.277288526126689,0.275177638699355,0.271770804019644,0.267947740595673,0.263519175264713,0.260439668285981,0.257970899889293,0.256238187424916,0.254369593553739,0.25275426768039,0.252050661772884,0.251735245360324,0.250292435876491,0.248213051226922,0.246832247657279,0.245606481896732,0.245327089228338,0.244962273528216,0.245029984842827,0.245616190974857,0.246020275539381,0.245938477422489,0.246079982648901,0.247560741380966,0.249106290591252,0.250386631447849,0.252059608540925,0.25389014727451,0.255520317733187,0.256980146463227,0.257954536284628,0.259199129934509,0.261012995411573,0.262657227973038,0.264055911148039,0.265864187103058,0.267364210851885,0.269329546900087,0.2718450847298,0.274488311312122,0.276838360860683,0.278832503643694,0.281064851139544,0.283284113190191,0.285969650167639,0.288792903120861,0.291234992839837
"9","AI02A02",-59.677384,-1.761406,0.351351351351351,0.402597402597403,0.368794326241135,0.351351351351351,0.340764331210191,0.342657342657343,0.307964601769911,0.279266572637518,0.264,0.255399061032864,0.243264659270998,0.226198514517218,0.202090592334495,0.181218274111675,0.161476868327402,0.144710971293748,0.13907518531592,0.137496058025859,0.138028969042886,0.14332784184514,0.149811992875519,0.151994613701397,0.154002615138748,0.155775075987842,0.163331109628641,0.181809223492314,0.19333567786179,0.194869771112865,0.193892803758275,0.197404106935296,0.206588235294118,0.2173655595629,0.222156310247664,0.222475184409434,0.223677009219888,0.226580201578248,0.232042394105477,0.237142373455223,0.246258029809183,0.25311018957346,0.257220693297751,0.259887005649718,0.26065860446787,0.26185773047338,0.265135699373695,0.269140373135881,0.270485015772871,0.270848155776072,0.269969216534102,0.269635901778154,0.270430810453085,0.271462216954266,0.272946504720172,0.27386242195849,0.273484267592182,0.273924755435833,0.27554286703002,0.277172430964774,0.279236086595074,0.280444420119315,0.279761215400975,0.278763124822637,0.276777519576637,0.274723103127029,0.271336480842564,0.267698940561003,0.263306649516814,0.260326184750781,0.257708310262454,0.255951470273247,0.254062541662346,0.252388877729634,0.251511697410306,0.25118588793359,0.249702594940846,0.247651845227903,0.246179704719804,0.244960563531881,0.244556123634673,0.244352579741574,0.244344363586434,0.244905154407876,0.24533765902911,0.245372315386134,0.245450692007413,0.246756427124048,0.248331570523321,0.249680703546927,0.251224405368256,0.253082107072031,0.254765473498802,0.256316272304272,0.257201886876203,0.258435023818624,0.260164980041495,0.261935571237267,0.263359311815308,0.265114022319263,0.266600817606305,0.268702279579356,0.271199268074457,0.273889627747126,0.27632812575512,0.278365734942952,0.280583763010013,0.282757347824245,0.285311982166519,0.288172667722117,0.290633451957295
"10","AI02A03",-59.677014,-1.761418,0.142857142857143,0.2375,0.285714285714286,0.26605504587156,0.26813880126183,0.290697674418605,0.292857142857143,0.266479663394109,0.257403189066059,0.253295668549906,0.242088607594937,0.226720647773279,0.201279813845259,0.179746835443038,0.160515784793241,0.147140039447732,0.138488576449912,0.135775181559836,0.135728542914172,0.139228598306679,0.14390195690848,0.147817293106354,0.14910623455893,0.150246616921715,0.157168299198575,0.17612293144208,0.188806888068881,0.188057111303936,0.187798106357229,0.191379532842947,0.200788559995292,0.212140781401356,0.218532246108228,0.219681093394077,0.22086018787649,0.224109653233365,0.229386124228115,0.233472123489388,0.240597222661563,0.24662242237497,0.251536130341702,0.255019345393705,0.256373623666773,0.25738455460271,0.260808435852373,0.265504762697059,0.26718189345846,0.267827063447501,0.267925468491395,0.267609450419172,0.268478471370473,0.269465319699396,0.270804841105278,0.271670368600107,0.271332848954549,0.271481782211396,0.272734012058911,0.274498411042072,0.276888210641399,0.278166354710538,0.277978985491988,0.277152153420436,0.275478919721143,0.273382716979001,0.270364486405519,0.26701717490361,0.262928480744816,0.259896293388295,0.257154832230157,0.25541960316185,0.2533531820976,0.251393282120801,0.250467445626864,0.249924191885499,0.248233810199133,0.246240398825343,0.244712488686111,0.24336428703831,0.242880964969874,0.242779365420022,0.242634581907842,0.243203966489998,0.243853620242372,0.243955765872916,0.243775846686941,0.245052987414589,0.246540792213565,0.247901459854015,0.249431704441825,0.251215003558225,0.252925734609196,0.254585279166839,0.255569901149889,0.25661547676751,0.25822792606222,0.260154742515826,0.261724437124075,0.263289938106089,0.264928756704321,0.267021250992756,0.269687714435639,0.272393623499439,0.275000886070647,0.277218009060051,0.279364745932354,0.281521288538291,0.283815791423955,0.286688606874276,0.28924532814048
